Time, C12_R_ch1, C12_R_ch2, P12_W_ch1, P12_W_ch2
102.4597, 36, 58, 36, 58
102.5534, 36, 58, 36, 58
102.6652, 36, 58, 36, 8
102.6942, 36, 8, 36, 8
103.0195, 36, 8, 36, 8
103.1689, 36, 8, 48, 8
103.2064, 48, 8, 48, 8
103.2977, 48, 8, 48, 8
103.3645, 48, 8, 48, 3
103.4061, 48, 3, 48, 3
103.7369, 48, 3, 48, 3
103.8220, 48, 3, 33, 3
103.9384, 33, 3, 33, 3
104.0385, 33, 3, 33, 3
104.0654, 33, 48, 33, 3
104.1945, 33, 48, 33, 48
104.3103, 33, 48, 33, 48
104.4720, 33, 48, 54, 48
104.5153, 54, 48, 54, 48
104.5577, 54, 48, 54, 48
104.5853, 54, 67, 54, 48
104.7174, 54, 67, 54, 67
104.9325, 54, 67, 54, 67
105.2388, 54, 67, 68, 67
105.2640, 68, 67, 68, 67
105.3511, 68, 67, 68, 67
105.4947, 68, 29, 68, 67
105.4076, 68, 29, 68, 29
105.7630, 68, 29, 68, 29
105.9393, 68, 29, 46, 29
105.9664, 46, 29, 46, 29
106.1842, 46, 29, 46, 29
106.2181, 46, 88, 46, 29
106.2589, 46, 88, 46, 88
106.4823, 46, 88, 46, 88
106.6939, 46, 88, 49, 88
106.7068, 49, 88, 49, 88
106.8194, 49, 88, 49, 88
106.8928, 49, 88, 49, 90
106.9496, 49, 90, 49, 90
107.2440, 49, 90, 49, 90
107.3623, 49, 90, 33, 90
107.4011, 33, 90, 33, 90
107.4786, 33, 90, 33, 90
107.5335, 33, 90, 33, 63
107.5761, 33, 63, 33, 63
107.9391, 33, 63, 33, 63
108.0888, 33, 63, 53, 63
108.1307, 53, 63, 53, 63
108.2437, 53, 63, 53, 63
108.2739, 53, 92, 53, 63
108.3155, 53, 92, 53, 92
108.5351, 53, 92, 53, 92
108.7005, 53, 92, 25, 92
108.7256, 25, 92, 25, 92
108.8154, 25, 92, 25, 92
108.8760, 25, 92, 25, 52
108.9204, 25, 52, 25, 52
109.2220, 25, 52, 25, 52
109.4618, 25, 52, 75, 52
109.5246, 75, 52, 75, 52
109.5987, 75, 52, 75, 52
109.6546, 75, 88, 75, 52
109.6975, 75, 88, 75, 88
109.9087, 75, 88, 75, 88
109.9853, 75, 88, 29, 88
110.0447, 29, 88, 29, 88
110.1054, 29, 88, 29, 88
110.1445, 29, 36, 29, 88
110.1801, 29, 36, 29, 36
110.3407, 29, 36, 29, 36
110.5054, 29, 36, 14, 36
110.5414, 14, 36, 14, 36
110.6352, 14, 36, 14, 36
110.6703, 14, 21, 14, 36
110.7250, 14, 21, 14, 21
111.0086, 14, 21, 14, 21
111.0920, 14, 21, 4, 21
111.1376, 4, 21, 4, 21
111.2207, 4, 21, 4, 21
111.2899, 4, 21, 4, 28
111.3277, 4, 28, 4, 28
111.6102, 4, 28, 4, 28
111.7167, 4, 28, 50, 28
111.7326, 50, 28, 50, 28
111.8272, 50, 28, 50, 28
111.8958, 50, 28, 50, 48
111.9337, 50, 48, 50, 48
112.2988, 50, 48, 50, 48
112.4544, 50, 48, 2, 48
112.4824, 2, 48, 2, 48
112.6002, 2, 48, 2, 48
112.6388, 2, 48, 2, 94
112.6575, 2, 94, 2, 94
113.0214, 2, 94, 2, 94
113.0592, 99, 94, 2, 94
113.1080, 99, 94, 99, 94
113.2480, 99, 94, 99, 94
113.2842, 99, 43, 99, 94
113.3388, 99, 43, 99, 43
113.6355, 99, 43, 99, 43
113.7139, 99, 43, 2, 43
113.7518, 2, 43, 2, 43
113.8258, 2, 43, 2, 43
113.8356, 2, 28, 2, 43
113.8587, 2, 28, 2, 28
114.1492, 2, 28, 2, 28
114.1990, 2, 28, 0, 28
114.2455, 0, 28, 0, 28
114.3127, 0, 28, 0, 28
114.3398, 0, 81, 0, 28
114.3958, 0, 81, 0, 81
114.6319, 0, 81, 0, 81
114.8179, 0, 81, 38, 81
114.8410, 38, 81, 38, 81
114.9364, 38, 81, 38, 81
115.0130, 38, 81, 38, 59
115.0529, 38, 59, 38, 59
115.3438, 38, 59, 38, 59
115.4832, 38, 59, 35, 59
115.5347, 35, 59, 35, 59
115.6137, 35, 59, 35, 59
115.8220, 35, 59, 35, 34
115.8761, 35, 34, 35, 34
116.2140, 35, 34, 35, 34
116.4193, 35, 34, 92, 34
116.4389, 92, 34, 92, 34
116.6762, 92, 34, 92, 34
116.7432, 92, 34, 92, 15
116.7828, 92, 15, 92, 15
117.1014, 92, 15, 92, 15
117.2714, 92, 15, 4, 15
117.5605, 4, 15, 4, 15
117.6536, 4, 15, 4, 15
117.6860, 4, 29, 4, 15
117.7074, 4, 29, 4, 29
118.5924, 4, 29, 4, 29
118.7773, 4, 29, 64, 29
118.8170, 64, 29, 64, 29
118.9163, 64, 29, 64, 29
118.9826, 64, 29, 64, 85
119.0332, 64, 85, 64, 85
119.5700, 64, 85, 64, 85
119.6057, 43, 85, 64, 85
119.6546, 43, 85, 43, 85
119.7690, 43, 85, 43, 85
119.8027, 43, 35, 43, 85
119.8596, 43, 35, 43, 35
120.1043, 43, 35, 43, 35
120.2498, 43, 35, 0, 35
120.2949, 0, 35, 0, 35
120.3716, 0, 35, 0, 35
120.3820, 0, 38, 0, 35
120.4017, 0, 38, 0, 38
123.1683, 0, 38, 0, 38
123.2191, 49, 38, 0, 38
123.3080, 49, 38, 0, 38
123.4301, 49, 38, 49, 38
123.6717, 49, 38, 49, 89
123.7230, 49, 89, 49, 89
124.1552, 49, 89, 49, 89
124.2668, 49, 89, 88, 89
124.3043, 88, 89, 88, 89
124.4020, 88, 89, 88, 89
124.4653, 88, 89, 88, 92
124.5128, 88, 92, 88, 92
125.0126, 88, 92, 88, 92
125.2779, 88, 92, 43, 92
125.3110, 43, 92, 43, 92
125.5219, 43, 92, 43, 92
125.7162, 43, 92, 43, 44
125.7189, 43, 44, 43, 44
126.4522, 43, 44, 43, 44
126.5614, 43, 44, 90, 44
126.6207, 90, 44, 90, 44
126.9966, 90, 44, 90, 44
127.1389, 90, 44, 90, 82
127.1852, 90, 82, 90, 82
127.4563, 90, 82, 90, 82
127.6318, 90, 82, 41, 82
127.6566, 41, 82, 41, 82
127.7406, 41, 82, 41, 82
127.8556, 41, 82, 41, 69
127.9010, 41, 69, 41, 69
128.1604, 41, 69, 41, 69
128.3773, 41, 69, 32, 69
128.4003, 32, 69, 32, 69
128.4885, 32, 69, 32, 69
128.5178, 32, 61, 32, 69
128.5572, 32, 61, 32, 61
128.8225, 32, 61, 32, 61
129.0329, 32, 61, 60, 61
129.0461, 60, 61, 60, 61
129.1418, 60, 61, 60, 61
129.2083, 60, 61, 60, 17
129.2573, 60, 17, 60, 17
129.7136, 60, 17, 60, 17
129.7552, 61, 17, 60, 17
129.8070, 61, 17, 61, 17
129.9218, 61, 17, 61, 17
129.9558, 61, 81, 61, 17
130.0225, 61, 81, 61, 81
130.2924, 61, 81, 61, 81
130.4928, 61, 81, 90, 81
130.5238, 90, 81, 90, 81
130.5881, 90, 81, 90, 81
130.6678, 90, 81, 90, 25
130.7032, 90, 25, 90, 25
131.0625, 90, 25, 90, 25
131.4958, 90, 25, 67, 25
131.6258, 67, 25, 67, 25
131.7307, 67, 25, 67, 25
131.7664, 67, 77, 67, 25
131.8090, 67, 77, 67, 77
132.4420, 67, 77, 67, 77
132.7962, 67, 77, 90, 77
132.8215, 90, 77, 90, 77
132.9535, 90, 77, 90, 77
133.0707, 90, 77, 90, 26
133.1474, 90, 26, 90, 26
133.5289, 90, 26, 90, 26
133.9177, 90, 26, 57, 26
133.9506, 57, 26, 57, 26
134.3560, 57, 26, 57, 26
134.4317, 57, 26, 57, 14
134.4925, 57, 14, 57, 14
134.7439, 57, 14, 57, 14
134.9392, 57, 14, 5, 14
134.9581, 5, 14, 5, 14
135.0332, 5, 14, 5, 14
135.0803, 5, 14, 5, 58
135.1222, 5, 58, 5, 58
135.3632, 5, 58, 5, 58
135.5614, 5, 58, 86, 58
135.5993, 86, 58, 86, 58
135.6797, 86, 58, 86, 58
135.7425, 86, 58, 86, 0
136.2899, 86, 0, 86, 0
136.6039, 86, 0, 86, 0
136.7785, 86, 0, 26, 0
136.8050, 26, 0, 26, 0
138.9062, 26, 0, 26, 0
138.9412, 26, 0, 26, 94
138.9588, 26, 94, 26, 94
139.2432, 26, 94, 26, 94
139.4639, 26, 94, 52, 94
139.4949, 52, 94, 52, 94
139.5732, 52, 94, 52, 94
139.6545, 52, 94, 52, 78
139.6999, 52, 78, 52, 78
139.9737, 52, 78, 52, 78
140.1331, 52, 78, 46, 78
140.1611, 46, 78, 46, 78
140.3078, 46, 78, 46, 78
140.3387, 46, 78, 46, 90
140.3710, 46, 90, 46, 90
140.7050, 46, 90, 46, 90
140.8101, 46, 90, 70, 90
140.8638, 70, 90, 70, 90
140.9481, 70, 90, 70, 90
140.9756, 70, 51, 70, 90
141.0208, 70, 51, 70, 51
141.2228, 70, 51, 70, 51
141.3850, 70, 51, 31, 51
141.4945, 31, 51, 31, 51
141.5528, 31, 51, 31, 51
141.5762, 31, 93, 31, 51
141.6181, 31, 93, 31, 93
141.8129, 31, 93, 31, 93
141.9378, 31, 93, 27, 93
141.9690, 27, 93, 27, 93
142.0358, 27, 93, 27, 93
142.0627, 27, 12, 27, 93
142.0983, 27, 12, 27, 12
142.3345, 27, 12, 27, 12
142.4937, 27, 12, 14, 12
142.5174, 14, 12, 14, 12
142.5920, 14, 12, 14, 12
142.6642, 14, 12, 14, 55
142.7081, 14, 55, 14, 55
143.0276, 14, 55, 14, 55
143.1397, 14, 55, 90, 55
143.2151, 90, 55, 90, 55
143.2856, 90, 55, 90, 55
143.3375, 90, 12, 90, 55
143.3521, 90, 12, 90, 12
143.6169, 90, 12, 90, 12
143.7480, 90, 12, 10, 12
143.8041, 10, 12, 10, 12
143.8951, 10, 12, 10, 12
143.9181, 10, 69, 10, 12
144.0202, 10, 69, 10, 69
144.2699, 10, 69, 10, 69
144.4135, 10, 69, 74, 69
144.4473, 74, 69, 74, 69
144.5623, 74, 69, 74, 69
144.5879, 74, 55, 74, 69
144.6278, 74, 55, 74, 55
145.0455, 74, 55, 74, 55
145.1723, 74, 55, 20, 55
145.2062, 20, 55, 20, 55
145.2799, 20, 55, 20, 55
145.3306, 20, 33, 20, 55
145.3651, 20, 33, 20, 33
145.7562, 20, 33, 20, 33
145.7862, 88, 33, 20, 33
145.8511, 88, 33, 20, 33
145.8708, 88, 33, 88, 33
145.9615, 88, 33, 88, 38
145.9999, 88, 38, 88, 38
146.2825, 88, 38, 88, 38
146.4180, 88, 38, 70, 38
146.4492, 70, 38, 70, 38
146.4933, 70, 38, 70, 38
146.5183, 70, 84, 70, 38
146.5447, 70, 84, 70, 84
146.8127, 70, 84, 70, 84
147.6766, 70, 84, 17, 84
147.7154, 17, 84, 17, 84
147.7547, 17, 84, 17, 84
147.7809, 17, 6, 17, 84
147.8142, 17, 6, 17, 6
148.8369, 17, 6, 17, 6
148.9949, 17, 6, 49, 6
149.0549, 49, 6, 49, 6
149.1593, 49, 6, 49, 6
149.1948, 49, 37, 49, 6
149.2349, 49, 37, 49, 37
149.5974, 49, 37, 49, 37
150.0588, 49, 37, 59, 37
150.1065, 59, 37, 59, 37
150.1698, 59, 37, 59, 37
150.2002, 59, 17, 59, 37
150.2675, 59, 17, 59, 17
150.9586, 59, 17, 59, 17
151.2946, 59, 17, 45, 17
151.4012, 45, 17, 45, 17
151.5050, 45, 17, 45, 17
151.6846, 45, 17, 45, 83
151.5396, 45, 83, 45, 83
152.0936, 45, 83, 45, 83
152.2025, 45, 83, 58, 83
152.2419, 58, 83, 58, 83
152.3139, 58, 83, 58, 83
152.3357, 58, 73, 58, 83
152.3790, 58, 73, 58, 73
152.6123, 58, 73, 58, 73
152.8048, 58, 73, 89, 73
152.8446, 89, 73, 89, 73
152.9353, 89, 73, 89, 73
152.9640, 89, 83, 89, 73
153.0876, 89, 83, 89, 83
153.2811, 89, 83, 89, 83
153.3761, 89, 83, 78, 83
153.4081, 78, 83, 78, 83
153.5384, 78, 83, 78, 83
153.5601, 78, 57, 78, 83
153.6016, 78, 57, 78, 57
153.8339, 78, 57, 78, 57
154.0320, 78, 57, 71, 57
154.0617, 71, 57, 71, 57
154.1841, 71, 57, 71, 57
154.2120, 71, 29, 71, 57
154.2443, 71, 29, 71, 29
154.5344, 71, 29, 71, 29
154.6257, 71, 29, 59, 29
154.6513, 59, 29, 59, 29
154.6810, 59, 29, 59, 29
154.7058, 59, 29, 59, 18
154.7290, 59, 18, 59, 18
154.9592, 59, 18, 59, 18
155.1713, 59, 18, 25, 18
155.2231, 25, 18, 25, 18
155.2662, 25, 18, 25, 18
155.2886, 25, 88, 25, 18
155.3334, 25, 88, 25, 88
155.5325, 25, 88, 25, 88
155.6974, 25, 88, 33, 88
155.7287, 33, 88, 33, 88
155.8051, 33, 88, 33, 88
155.8281, 33, 57, 33, 88
155.8686, 33, 57, 33, 57
156.0852, 33, 57, 33, 57
156.1690, 33, 57, 93, 57
156.2081, 93, 57, 93, 57
156.2809, 93, 57, 93, 57
156.3028, 93, 58, 93, 57
156.3514, 93, 58, 93, 58
156.5177, 93, 58, 93, 58
156.6613, 93, 58, 99, 58
156.7004, 99, 58, 99, 58
156.7383, 99, 58, 99, 58
156.7636, 99, 17, 99, 58
156.8026, 99, 17, 99, 17
157.0274, 99, 17, 99, 17
157.0699, 99, 17, 69, 17
157.1045, 69, 17, 69, 17
157.1468, 69, 17, 69, 17
157.2217, 69, 17, 69, 63
157.2629, 69, 63, 69, 63
157.6346, 69, 63, 69, 63
157.7916, 69, 63, 94, 63
157.8242, 94, 63, 94, 63
157.8976, 94, 63, 94, 63
157.9242, 94, 73, 94, 63
158.0390, 94, 73, 94, 73
158.1918, 94, 73, 94, 73
158.2414, 94, 73, 31, 73
158.2785, 31, 73, 31, 73
158.3585, 31, 73, 31, 73
158.3812, 31, 62, 31, 73
158.4244, 31, 62, 31, 62
158.6156, 31, 62, 31, 62
158.7445, 31, 62, 90, 62
158.7642, 90, 62, 90, 62
159.0325, 90, 62, 90, 62
159.0893, 90, 62, 90, 92
159.1241, 90, 92, 90, 92
159.4084, 90, 92, 90, 92
159.4473, 90, 92, 57, 92
159.5748, 57, 92, 57, 92
159.6531, 57, 92, 57, 92
159.6863, 57, 15, 57, 92
159.8286, 57, 15, 57, 15
160.0289, 57, 15, 57, 15
160.1555, 57, 15, 57, 15
160.2699, 57, 15, 57, 15
160.3226, 57, 15, 57, 15
160.3791, 57, 74, 57, 15
160.3926, 57, 74, 57, 74
160.7605, 57, 74, 57, 74
160.8383, 57, 74, 47, 74
160.9968, 47, 74, 47, 74
161.1522, 47, 74, 47, 74
161.1856, 47, 51, 47, 74
161.2791, 47, 51, 47, 51
161.5504, 47, 51, 47, 51
161.6651, 47, 51, 21, 51
161.7645, 21, 51, 21, 51
161.8369, 21, 51, 21, 51
161.8944, 21, 37, 21, 51
161.9251, 21, 37, 21, 37
162.1181, 21, 37, 21, 37
162.2994, 21, 37, 54, 37
162.4148, 54, 37, 54, 37
162.4950, 54, 37, 54, 37
162.5287, 54, 30, 54, 37
162.5629, 54, 30, 54, 30
162.8377, 54, 30, 54, 30
163.0921, 54, 30, 25, 30
163.2186, 25, 30, 25, 30
163.2867, 25, 30, 25, 30
163.3188, 25, 81, 25, 30
163.3574, 25, 81, 25, 81
163.7228, 25, 81, 25, 81
163.8759, 25, 81, 16, 81
163.9357, 16, 81, 16, 81
164.0094, 16, 81, 16, 81
164.0391, 16, 2, 16, 81
164.0770, 16, 2, 16, 2
164.4272, 16, 2, 16, 2
164.4563, 39, 2, 16, 2
164.5236, 39, 2, 16, 2
164.5420, 39, 2, 39, 2
164.6284, 39, 2, 39, 96
164.6577, 39, 96, 39, 96
164.9451, 39, 96, 39, 96
165.0317, 39, 96, 38, 96
165.1561, 38, 96, 38, 96
165.2352, 38, 96, 38, 96
165.2630, 38, 80, 38, 96
165.3033, 38, 80, 38, 80
165.5841, 38, 80, 38, 80
165.6952, 38, 80, 21, 80
165.8558, 21, 80, 21, 80
165.9290, 21, 80, 21, 80
165.9636, 21, 70, 21, 80
166.0096, 21, 70, 21, 70
166.3215, 21, 70, 21, 70
166.3882, 21, 70, 12, 70
168.3770, 12, 70, 12, 70
168.4881, 12, 70, 12, 70
168.5164, 12, 79, 12, 70
168.5638, 12, 79, 12, 79
168.8729, 12, 79, 12, 79
168.9825, 12, 79, 85, 79
169.0475, 85, 79, 85, 79
169.1101, 85, 79, 85, 79
169.1337, 85, 36, 85, 79
169.1700, 85, 36, 85, 36
169.3864, 85, 36, 85, 36
169.6007, 85, 36, 76, 36
169.6020, 76, 36, 76, 36
169.7555, 76, 36, 76, 36
169.7814, 76, 83, 76, 36
169.8562, 76, 83, 76, 83
170.0457, 76, 83, 76, 83
170.0952, 76, 83, 59, 83
170.1815, 59, 83, 59, 83
170.2744, 59, 83, 59, 83
170.3012, 59, 57, 59, 83
170.4306, 59, 57, 59, 57
170.5836, 59, 57, 59, 57
170.7833, 59, 57, 99, 57
170.8006, 99, 57, 99, 57
170.9141, 99, 57, 99, 57
170.9386, 99, 11, 99, 57
170.9667, 99, 11, 99, 11
171.1880, 99, 11, 99, 11
171.3327, 99, 11, 50, 11
171.4475, 50, 11, 50, 11
171.5188, 50, 11, 50, 11
171.5454, 50, 36, 50, 11
171.6439, 50, 36, 50, 36
171.7403, 50, 36, 50, 36
171.9095, 50, 36, 18, 36
172.0174, 18, 36, 18, 36
172.0788, 18, 36, 18, 36
172.1172, 18, 5, 18, 36
172.2342, 18, 5, 18, 5
172.3922, 18, 5, 18, 5
172.5111, 18, 5, 49, 5
172.6114, 49, 5, 49, 5
172.6650, 49, 5, 49, 5
172.6900, 49, 44, 49, 5
172.7966, 49, 44, 49, 44
172.9399, 49, 44, 49, 44
173.0556, 49, 44, 5, 44
173.1361, 5, 44, 5, 44
173.2461, 5, 44, 5, 44
173.2727, 5, 34, 5, 44
173.3715, 5, 34, 5, 34
173.5874, 5, 34, 5, 34
173.7530, 5, 34, 75, 34
173.8351, 75, 34, 75, 34
173.8968, 75, 34, 75, 34
173.9225, 75, 55, 75, 34
174.0048, 75, 55, 75, 55
174.1350, 75, 55, 75, 55
174.6437, 75, 55, 89, 55
174.8945, 89, 55, 89, 55
175.7409, 89, 55, 89, 55
175.7751, 89, 68, 89, 55
175.9135, 89, 68, 89, 68
176.3080, 89, 68, 89, 68
176.4718, 89, 68, 18, 68
176.5794, 18, 68, 18, 68
176.6603, 18, 68, 18, 68
176.6957, 18, 5, 18, 68
176.9450, 18, 5, 18, 5
177.1780, 18, 5, 18, 5
177.5778, 18, 5, 22, 5
177.8120, 22, 5, 22, 5
177.8985, 22, 5, 22, 5
177.9437, 22, 82, 22, 5
178.0985, 22, 82, 22, 82
178.5311, 22, 82, 22, 82
178.7250, 22, 82, 30, 82
178.8801, 30, 82, 30, 82
179.1014, 30, 82, 30, 82
179.1497, 30, 93, 30, 82
179.2084, 30, 93, 30, 93
179.5688, 30, 93, 30, 93
179.7503, 30, 93, 26, 93
179.9773, 26, 93, 26, 93
180.0605, 26, 93, 26, 93
180.0926, 26, 93, 26, 93
180.1842, 26, 93, 26, 93
180.3500, 26, 93, 26, 93
180.5254, 26, 93, 53, 93
180.6323, 53, 93, 53, 93
180.7171, 53, 93, 53, 93
180.7474, 53, 43, 53, 93
180.8413, 53, 43, 53, 43
180.9860, 53, 43, 53, 43
181.1542, 53, 43, 14, 43
181.2366, 14, 43, 14, 43
181.3009, 14, 43, 14, 43
181.3358, 14, 13, 14, 43
181.5744, 14, 13, 14, 13
181.7840, 14, 13, 14, 13
181.9166, 14, 13, 77, 13
182.0376, 77, 13, 77, 13
182.2126, 77, 13, 77, 13
182.2610, 77, 62, 77, 13
182.4969, 77, 62, 77, 62
182.8232, 77, 62, 77, 62
182.9129, 77, 62, 88, 62
183.0152, 88, 62, 88, 62
183.0890, 88, 62, 88, 62
183.1209, 88, 19, 88, 62
183.2371, 88, 19, 88, 19
183.4814, 88, 19, 88, 19
183.6505, 88, 19, 32, 19
183.7916, 32, 19, 32, 19
183.8940, 32, 19, 32, 19
183.9553, 32, 94, 32, 19
184.0814, 32, 94, 32, 94
184.2531, 32, 94, 32, 94
184.4122, 32, 94, 46, 94
184.4416, 46, 94, 46, 94
184.5897, 46, 94, 46, 94
184.6292, 46, 35, 46, 94
184.7398, 46, 35, 46, 35
184.8915, 46, 35, 46, 35
185.1282, 46, 35, 91, 35
185.2549, 91, 35, 91, 35
185.3435, 91, 35, 91, 35
185.3827, 91, 53, 91, 35
185.5569, 91, 53, 91, 53
185.7901, 91, 53, 91, 53
185.9116, 91, 53, 73, 53
186.0163, 73, 53, 73, 53
186.1208, 73, 53, 73, 53
186.1526, 73, 28, 73, 53
186.2618, 73, 28, 73, 28
186.4657, 73, 28, 73, 28
186.7205, 73, 28, 91, 28
186.7982, 91, 28, 91, 28
187.2592, 91, 28, 91, 28
187.3173, 91, 10, 91, 28
187.4543, 91, 10, 91, 10
187.5924, 91, 10, 91, 10
187.8536, 91, 10, 17, 10
187.9452, 17, 10, 17, 10
188.0659, 17, 10, 17, 10
188.0947, 17, 36, 17, 10
188.2196, 17, 36, 17, 36
188.4233, 17, 36, 17, 36
188.6018, 17, 36, 55, 36
188.7000, 55, 36, 55, 36
188.8438, 55, 36, 55, 36
188.8735, 55, 90, 55, 36
189.0480, 55, 90, 55, 90
189.1957, 55, 90, 55, 90
189.3453, 55, 90, 30, 90
189.3785, 30, 90, 30, 90
189.5855, 30, 90, 30, 90
189.6173, 30, 4, 30, 90
189.6386, 30, 4, 30, 4
189.9441, 30, 4, 30, 4
189.9803, 61, 4, 30, 4
190.0070, 61, 4, 61, 4
190.0926, 61, 4, 61, 4
190.1165, 61, 33, 61, 4
190.1474, 61, 33, 61, 33
190.4124, 61, 33, 61, 33
190.5325, 61, 33, 89, 33
190.5618, 89, 33, 89, 33
190.6184, 89, 33, 89, 33
190.6578, 89, 33, 89, 73
190.6579, 89, 73, 89, 73
191.1165, 89, 73, 89, 73
191.2793, 89, 73, 51, 73
191.4005, 51, 73, 51, 73
191.4651, 51, 73, 51, 73
191.4892, 51, 5, 51, 73
191.5918, 51, 5, 51, 5
191.7398, 51, 5, 51, 5
191.9127, 51, 5, 68, 5
191.9364, 68, 5, 68, 5
192.0392, 68, 5, 68, 5
192.0655, 68, 3, 68, 5
192.1068, 68, 3, 68, 3
192.3351, 68, 3, 68, 3
192.4131, 68, 3, 6, 3
192.5217, 6, 3, 6, 3
192.5935, 6, 3, 6, 3
192.6265, 6, 95, 6, 3
192.7298, 6, 95, 6, 95
192.9547, 6, 95, 6, 95
193.0559, 6, 95, 49, 95
193.0727, 49, 95, 49, 95
193.1533, 49, 95, 49, 95
193.2133, 49, 95, 49, 20
193.2431, 49, 20, 49, 20
193.6354, 49, 20, 49, 20
193.6670, 26, 20, 49, 20
193.7096, 26, 20, 26, 20
193.7383, 26, 20, 26, 20
193.8044, 26, 20, 26, 63
193.8301, 26, 63, 26, 63
194.1544, 26, 63, 26, 63
194.2079, 26, 63, 96, 63
194.3418, 96, 63, 96, 63
194.4092, 96, 63, 96, 63
194.4344, 96, 81, 96, 63
194.4738, 96, 81, 96, 81
194.7581, 96, 81, 96, 81
194.7926, 60, 81, 96, 81
194.8412, 60, 81, 60, 81
194.9626, 60, 81, 60, 81
194.9888, 60, 36, 60, 81
195.0239, 60, 36, 60, 36
195.3367, 60, 36, 60, 36
195.3825, 70, 36, 60, 36
195.4183, 70, 36, 70, 36
195.4510, 70, 36, 70, 36
195.5447, 70, 36, 70, 18
195.5884, 70, 18, 70, 18
195.8211, 70, 18, 70, 18
195.9236, 70, 18, 42, 18
196.0208, 42, 18, 42, 18
196.0929, 42, 18, 42, 18
196.1263, 42, 32, 42, 18
196.2115, 42, 32, 42, 32
196.3515, 42, 32, 42, 32
196.6272, 42, 32, 79, 32
196.7414, 79, 32, 79, 32
196.8119, 79, 32, 79, 32
196.8538, 79, 21, 79, 32
196.9466, 79, 21, 79, 21
197.0868, 79, 21, 79, 21
197.2287, 79, 21, 84, 21
197.3232, 84, 21, 84, 21
197.4000, 84, 21, 84, 21
198.1549, 84, 72, 84, 21
198.3220, 84, 72, 84, 72
198.5452, 84, 72, 84, 72
198.6586, 84, 72, 34, 72
198.7419, 34, 72, 34, 72
198.7963, 34, 72, 34, 72
198.8203, 34, 40, 34, 72
198.8635, 34, 40, 34, 40
199.0940, 34, 40, 34, 40
199.1871, 34, 40, 72, 40
199.2830, 72, 40, 72, 40
199.3514, 72, 40, 72, 40
199.3907, 72, 98, 72, 40
199.4072, 72, 98, 72, 98
199.6370, 72, 98, 72, 98
199.7708, 72, 98, 63, 98
199.8709, 63, 98, 63, 98
200.1269, 63, 98, 63, 98
200.2173, 63, 98, 63, 47
200.4129, 63, 47, 63, 47
200.9393, 63, 47, 63, 47
201.1276, 63, 47, 30, 47
201.2237, 30, 47, 30, 47
201.3229, 30, 47, 30, 47
201.3547, 30, 73, 30, 47
201.4010, 30, 73, 30, 73
201.8373, 30, 73, 30, 73
202.0263, 30, 73, 59, 73
202.1486, 59, 73, 59, 73
202.2811, 59, 73, 59, 73
202.3074, 59, 22, 59, 73
202.3586, 59, 22, 59, 22
202.7778, 59, 22, 59, 22
202.9261, 59, 22, 24, 22
203.0178, 24, 22, 24, 22
203.0768, 24, 22, 24, 22
203.1036, 24, 82, 24, 22
203.1871, 24, 82, 24, 82
203.3353, 24, 82, 24, 82
203.4477, 24, 82, 32, 82
203.5283, 32, 82, 32, 82
203.5835, 32, 82, 32, 82
203.6115, 32, 4, 32, 82
203.6389, 32, 4, 32, 4
203.8447, 32, 4, 32, 4
203.9651, 32, 4, 43, 4
204.0654, 43, 4, 43, 4
204.1362, 43, 4, 43, 4
204.2187, 43, 4, 43, 98
204.2288, 43, 98, 43, 98
204.4763, 43, 98, 43, 98
204.5893, 43, 98, 40, 98
204.6740, 40, 98, 40, 98
204.7192, 40, 98, 40, 98
204.7503, 40, 78, 40, 98
204.7731, 40, 78, 40, 78
205.0442, 40, 78, 40, 78
205.2085, 40, 78, 62, 78
205.3097, 62, 78, 62, 78
205.3938, 62, 78, 62, 78
205.4855, 62, 62, 62, 78
205.5251, 62, 62, 62, 62
205.7342, 62, 62, 62, 62
205.8096, 62, 62, 41, 62
205.9025, 41, 62, 41, 62
205.9730, 41, 62, 41, 62
205.9976, 41, 48, 41, 62
206.0354, 41, 48, 41, 48
206.3656, 41, 48, 41, 48
206.4366, 41, 48, 24, 48
206.4557, 24, 48, 24, 48
206.6022, 24, 48, 24, 48
206.6352, 24, 72, 24, 48
206.6686, 24, 72, 24, 72
206.8731, 24, 72, 24, 72
207.0176, 24, 72, 54, 72
207.0428, 54, 72, 54, 72
207.1549, 54, 72, 54, 72
207.1673, 54, 35, 54, 72
207.1904, 54, 35, 54, 35
207.4813, 54, 35, 54, 35
207.5937, 54, 35, 57, 35
207.6038, 57, 35, 57, 35
207.7016, 57, 35, 57, 35
207.7450, 57, 35, 57, 65
207.7623, 57, 65, 57, 65
208.0035, 57, 65, 57, 65
208.0557, 57, 65, 71, 65
208.1381, 71, 65, 71, 65
208.1894, 71, 65, 71, 65
208.2118, 71, 76, 71, 65
208.2781, 71, 76, 71, 76
208.4033, 71, 76, 71, 76
208.4432, 71, 76, 18, 76
208.4588, 18, 76, 18, 76
208.5838, 18, 76, 18, 76
208.6060, 18, 1, 18, 76
208.6448, 18, 1, 18, 1
208.8699, 18, 1, 18, 1
208.9103, 18, 1, 53, 1
208.9951, 53, 1, 53, 1
209.0450, 53, 1, 53, 1
209.0881, 53, 33, 53, 1
209.1699, 53, 33, 53, 33
209.3956, 53, 33, 53, 33
