Time, C12_R_ch1, C12_R_ch2, P12_W_ch1, P12_W_ch2
7229.5338, 82, 79, 68, 79
7229.5726, 68, 79, 68, 79
7229.7925, 68, 79, 68, 79
7229.8155, 68, 88, 68, 79
7229.8481, 68, 88, 68, 88
7230.1241, 68, 88, 68, 88
7230.1695, 4, 88, 68, 88
7230.1954, 4, 88, 4, 88
7230.2618, 4, 88, 4, 88
7230.3169, 4, 14, 4, 88
7230.2940, 4, 14, 4, 14
7230.5956, 4, 14, 4, 14
7230.6413, 4, 14, 28, 14
7230.6816, 28, 14, 28, 14
7230.7418, 28, 14, 28, 14
7230.7874, 28, 71, 28, 14
7230.8288, 28, 71, 28, 71
7231.0616, 28, 71, 28, 71
7231.1330, 28, 71, 12, 71
7231.1472, 12, 71, 12, 71
7231.2256, 12, 71, 12, 71
7231.2516, 12, 90, 12, 71
7231.2925, 12, 90, 12, 90
7231.5049, 12, 90, 12, 90
7231.6948, 12, 90, 25, 90
7231.7423, 25, 90, 25, 90
7231.8436, 25, 90, 25, 90
7231.8691, 25, 61, 25, 90
7231.9106, 25, 61, 25, 61
7232.1990, 25, 61, 25, 61
7232.3497, 25, 61, 10, 61
7232.3867, 10, 61, 10, 61
7232.4967, 10, 61, 10, 61
7232.5391, 10, 71, 10, 61
7232.5780, 10, 71, 10, 71
7232.8691, 10, 71, 10, 71
7232.9816, 10, 71, 30, 71
7233.0259, 30, 71, 30, 71
7233.0830, 30, 71, 30, 71
7233.1092, 30, 83, 30, 71
7233.1506, 30, 83, 30, 83
7233.4460, 30, 83, 30, 83
7233.4697, 34, 83, 30, 83
7233.5088, 34, 83, 34, 83
7233.5457, 34, 83, 34, 83
7233.6215, 34, 83, 34, 15
7233.6652, 34, 15, 34, 15
7234.0770, 34, 15, 34, 15
7234.1827, 34, 15, 3, 15
7234.2340, 3, 15, 3, 15
7234.2893, 3, 15, 3, 15
7234.3164, 3, 75, 3, 15
7234.3429, 3, 75, 3, 75
7234.6028, 3, 75, 3, 75
7234.7394, 3, 75, 19, 75
7234.7957, 19, 75, 19, 75
7234.8837, 19, 75, 19, 75
7234.9098, 19, 9, 19, 75
7234.9549, 19, 9, 19, 9
7235.2479, 19, 9, 19, 9
7235.2843, 19, 9, 79, 9
7235.3244, 79, 9, 79, 9
7235.3974, 79, 9, 79, 9
7235.4235, 79, 77, 79, 9
7235.4686, 79, 77, 79, 77
7235.7279, 79, 77, 79, 77
7235.8463, 79, 77, 12, 77
7235.8658, 12, 77, 12, 77
7235.9186, 12, 77, 12, 77
7235.9460, 12, 33, 12, 77
7235.9885, 12, 33, 12, 33
7236.3025, 12, 33, 12, 33
7236.4670, 12, 33, 49, 33
7236.5352, 49, 33, 49, 33
7236.5902, 49, 33, 49, 33
7236.6827, 49, 13, 49, 33
7236.7520, 49, 13, 49, 13
7238.5262, 49, 13, 49, 13
7238.8613, 49, 13, 88, 13
7239.0620, 88, 13, 88, 13
7239.1684, 88, 13, 88, 13
7239.2086, 88, 26, 88, 13
7239.3171, 88, 26, 88, 26
7239.9249, 88, 26, 88, 26
7239.9613, 88, 26, 52, 26
7239.9630, 52, 26, 52, 26
7240.0715, 52, 26, 52, 26
7240.2142, 52, 26, 52, 3
7240.3118, 52, 3, 52, 3
7240.7829, 52, 3, 52, 3
7241.0201, 52, 3, 97, 3
7241.0915, 97, 3, 97, 3
7241.1649, 97, 3, 97, 3
7241.2012, 97, 13, 97, 3
7241.2607, 97, 13, 97, 13
7241.6203, 97, 13, 97, 13
7241.9008, 97, 13, 66, 13
7242.0027, 66, 13, 66, 13
7242.0953, 66, 13, 66, 13
7242.1304, 66, 44, 66, 13
7242.1789, 66, 44, 66, 44
7242.4935, 66, 44, 66, 44
7242.6315, 66, 44, 89, 44
7242.6794, 89, 44, 89, 44
7242.9972, 89, 44, 89, 44
7243.0281, 89, 78, 89, 44
7243.0748, 89, 78, 89, 78
7243.4252, 89, 78, 89, 78
7243.7418, 89, 78, 62, 78
7243.8144, 62, 78, 62, 78
7243.9703, 62, 78, 62, 78
7244.0028, 62, 81, 62, 78
7244.0539, 62, 81, 62, 81
7244.4823, 62, 81, 62, 81
7244.7874, 62, 81, 6, 81
7244.8527, 6, 81, 6, 81
7244.9174, 6, 81, 6, 81
7244.9476, 6, 52, 6, 81
7244.9784, 6, 52, 6, 52
7245.2533, 6, 52, 6, 52
7245.3661, 6, 52, 81, 52
7245.4159, 81, 52, 81, 52
7245.4703, 81, 52, 81, 52
7245.4924, 81, 32, 81, 52
7245.5240, 81, 32, 81, 32
7245.8362, 81, 32, 81, 32
7245.8541, 81, 32, 44, 32
7245.8585, 44, 32, 44, 32
7245.9686, 44, 32, 44, 32
7245.9977, 44, 96, 44, 32
7246.1145, 44, 96, 44, 96
7246.3638, 44, 96, 44, 96
7246.4586, 44, 96, 22, 96
7246.4932, 22, 96, 22, 96
7246.6151, 22, 96, 22, 96
7246.6870, 22, 98, 22, 96
7246.7437, 22, 98, 22, 98
7247.3953, 22, 98, 22, 98
7247.4856, 22, 98, 23, 98
7247.5189, 23, 98, 23, 98
7247.6142, 23, 98, 23, 98
7247.6465, 23, 86, 23, 98
7247.6804, 23, 86, 23, 86
7247.8965, 23, 86, 23, 86
7248.5478, 23, 86, 14, 86
7248.5996, 14, 86, 14, 86
7248.7244, 14, 86, 14, 86
7248.7505, 14, 91, 14, 86
7249.0078, 14, 91, 14, 91
7249.1678, 14, 91, 14, 91
7249.4528, 14, 91, 19, 91
7249.4917, 19, 91, 19, 91
7249.6803, 19, 91, 19, 91
7250.3359, 19, 40, 19, 91
7250.5553, 19, 40, 19, 40
7250.9429, 19, 40, 19, 40
7251.5870, 19, 40, 46, 40
7251.6411, 46, 40, 46, 40
7251.7279, 46, 40, 46, 40
7251.8385, 46, 40, 46, 6
7251.8880, 46, 6, 46, 6
7252.4391, 46, 6, 46, 6
7252.5528, 46, 6, 5, 6
7252.5977, 5, 6, 5, 6
7252.7711, 5, 6, 5, 6
7253.1816, 5, 6, 5, 96
7253.2256, 5, 96, 5, 96
7254.0099, 5, 96, 5, 96
7254.0830, 5, 96, 32, 96
7254.1476, 32, 96, 32, 96
7254.2344, 32, 96, 32, 96
7254.2939, 32, 96, 32, 10
7254.3243, 32, 10, 32, 10
7254.7335, 32, 10, 32, 10
7254.9572, 32, 10, 85, 10
7255.0003, 85, 10, 85, 10
7255.0641, 85, 10, 85, 10
7255.4932, 85, 10, 85, 16
7255.5348, 85, 16, 85, 16
7255.9134, 85, 16, 85, 16
7256.0990, 85, 16, 48, 16
7256.1544, 48, 16, 48, 16
7256.3316, 48, 16, 48, 16
7256.3588, 48, 49, 48, 16
7256.5285, 48, 49, 48, 49
7257.6088, 48, 49, 48, 49
7257.6522, 91, 49, 48, 49
7257.8031, 91, 49, 91, 49
7257.8294, 91, 49, 91, 49
7257.9249, 91, 49, 91, 93
7257.9583, 91, 93, 91, 93
7258.6727, 91, 93, 91, 93
7258.9000, 91, 93, 16, 93
7258.9430, 16, 93, 16, 93
7259.0595, 16, 93, 16, 93
7259.0995, 16, 67, 16, 93
7259.2139, 16, 67, 16, 67
7259.3865, 16, 67, 16, 67
7259.5851, 16, 67, 7, 67
7259.6226, 7, 67, 7, 67
7259.6925, 7, 67, 7, 67
7259.7605, 7, 67, 7, 42
7259.7860, 7, 42, 7, 42
7260.0577, 7, 42, 7, 42
7260.1142, 7, 42, 75, 42
7260.1502, 75, 42, 75, 42
7260.2691, 75, 42, 75, 42
7260.2954, 75, 9, 75, 42
7260.4139, 75, 9, 75, 9
7260.6586, 75, 9, 75, 9
7260.6857, 47, 9, 75, 9
7260.7326, 47, 9, 47, 9
7260.8254, 47, 9, 47, 9
7260.8709, 47, 9, 47, 28
7260.9005, 47, 28, 47, 28
7261.1488, 47, 28, 47, 28
7261.3360, 47, 28, 33, 28
7261.5055, 33, 28, 33, 28
7261.5615, 33, 28, 33, 28
7261.5615, 33, 26, 33, 28
7261.7624, 33, 26, 33, 26
7262.2003, 33, 26, 33, 26
7262.2871, 33, 26, 14, 26
7262.3173, 14, 26, 14, 26
7262.4520, 14, 26, 14, 26
7262.4793, 14, 32, 14, 26
7262.5547, 14, 32, 14, 32
7262.7573, 14, 32, 14, 32
7262.9115, 14, 32, 26, 32
7262.9616, 26, 32, 26, 32
7263.1560, 26, 32, 26, 32
7263.1850, 26, 16, 26, 32
7263.3253, 26, 16, 26, 16
7263.4674, 26, 16, 26, 16
7263.6193, 26, 16, 72, 16
7263.6579, 72, 16, 72, 16
7263.8257, 72, 16, 72, 16
7263.8571, 72, 1, 72, 16
7264.2519, 72, 1, 72, 1
7264.4567, 72, 1, 72, 1
7264.7087, 72, 1, 70, 1
7264.7946, 70, 1, 70, 1
7264.9277, 70, 1, 70, 1
7264.9520, 70, 49, 70, 1
7265.0281, 70, 49, 70, 49
7265.4517, 70, 49, 70, 49
7265.6166, 70, 49, 52, 49
7266.6185, 52, 49, 52, 49
7270.5107, 52, 49, 52, 49
7270.5694, 52, 41, 52, 49
7270.9047, 52, 41, 52, 41
7271.2301, 52, 41, 52, 41
7271.2893, 52, 41, 82, 41
7271.4052, 82, 41, 82, 41
7271.6200, 82, 41, 82, 41
7271.6655, 82, 9, 82, 41
7271.9456, 82, 9, 82, 9
7272.2239, 82, 9, 82, 9
7272.3792, 82, 9, 11, 9
7272.4104, 11, 9, 11, 9
7272.6372, 11, 9, 11, 9
7272.6636, 11, 68, 11, 9
7272.7567, 11, 68, 11, 68
7272.9772, 11, 68, 11, 68
7273.0246, 11, 68, 78, 68
7273.0595, 78, 68, 78, 68
7273.1569, 78, 68, 78, 68
7273.1772, 78, 44, 78, 68
7273.3023, 78, 44, 78, 44
7273.5159, 78, 44, 78, 44
7273.6373, 78, 44, 88, 44
7273.7879, 88, 44, 88, 44
7273.8671, 88, 44, 88, 44
7273.9161, 88, 43, 88, 44
7273.9369, 88, 43, 88, 43
7274.1827, 88, 43, 88, 43
7274.3340, 88, 43, 86, 43
7274.3965, 86, 43, 86, 43
7274.4907, 86, 43, 86, 43
7274.5108, 86, 28, 86, 43
7274.6418, 86, 28, 86, 28
7274.7983, 86, 28, 86, 28
7274.9675, 86, 28, 94, 28
7275.0151, 94, 28, 94, 28
7275.1038, 94, 28, 94, 28
7275.1318, 94, 43, 94, 28
7275.2290, 94, 43, 94, 43
7275.3559, 94, 43, 94, 43
7275.5050, 94, 43, 99, 43
7275.5397, 99, 43, 99, 43
7275.6847, 99, 43, 99, 43
7275.7239, 99, 21, 99, 43
7275.7725, 99, 21, 99, 21
7276.0044, 99, 21, 99, 21
7276.1785, 99, 21, 65, 21
7276.3596, 65, 21, 65, 21
7276.4391, 65, 21, 65, 21
7276.4657, 65, 93, 65, 21
7276.5525, 65, 93, 65, 93
7276.7742, 65, 93, 65, 93
7276.9602, 65, 93, 48, 93
7276.9830, 48, 93, 48, 93
7277.0920, 48, 93, 48, 93
7277.1538, 48, 63, 48, 93
7277.2089, 48, 63, 48, 63
7277.4708, 48, 63, 48, 63
7277.5395, 48, 63, 31, 63
7277.5782, 31, 63, 31, 63
7277.6806, 31, 63, 31, 63
7277.8468, 31, 15, 31, 63
7277.9986, 31, 15, 31, 15
7278.1629, 31, 15, 31, 15
7278.3995, 31, 15, 8, 15
7278.4320, 8, 15, 8, 15
7278.6255, 8, 15, 8, 15
7278.6560, 8, 50, 8, 15
7278.7074, 8, 50, 8, 50
7278.9961, 8, 50, 8, 50
7279.1604, 8, 50, 5, 50
7279.1911, 5, 50, 5, 50
7279.3254, 5, 50, 5, 50
7279.3661, 5, 13, 5, 50
7279.4182, 5, 13, 5, 13
7279.6314, 5, 13, 5, 13
7279.7907, 5, 13, 96, 13
7279.8210, 96, 13, 96, 13
7279.9542, 96, 13, 96, 13
7279.9840, 96, 43, 96, 13
7280.0339, 96, 43, 96, 43
7280.2688, 96, 43, 96, 43
7280.4375, 96, 43, 44, 43
7280.4660, 44, 43, 44, 43
7280.5659, 44, 43, 44, 43
7280.5880, 44, 31, 44, 43
7280.7432, 44, 31, 44, 31
7281.1498, 44, 31, 44, 31
7281.4847, 44, 31, 24, 31
7281.5616, 24, 31, 24, 31
7281.6743, 24, 31, 24, 31
7281.9284, 24, 69, 24, 31
7282.1390, 24, 69, 24, 69
7282.5236, 24, 69, 24, 69
7282.5683, 78, 69, 24, 69
7282.6055, 78, 69, 78, 69
7282.8264, 78, 69, 78, 69
7282.8950, 78, 69, 78, 63
7282.9278, 78, 63, 78, 63
7283.4247, 78, 63, 78, 63
7283.5228, 78, 63, 17, 63
7283.5629, 17, 63, 17, 63
7283.7283, 17, 63, 17, 63
7283.7592, 17, 14, 17, 63
7283.9445, 17, 14, 17, 14
7286.0806, 17, 14, 17, 14
7286.1686, 17, 14, 71, 14
7286.1873, 71, 14, 71, 14
7286.3652, 71, 14, 71, 14
7286.3930, 71, 32, 71, 14
7286.7125, 71, 32, 71, 32
7288.5877, 71, 32, 71, 32
7288.8215, 71, 32, 27, 32
7288.8987, 27, 32, 27, 32
7289.0682, 27, 32, 27, 32
7289.0995, 27, 32, 27, 32
7289.1758, 27, 32, 27, 32
7289.5341, 27, 32, 27, 32
7289.9289, 27, 32, 85, 32
7289.9708, 85, 32, 85, 32
7290.1058, 85, 32, 85, 32
7290.1407, 85, 15, 85, 32
7290.1893, 85, 15, 85, 15
7290.4918, 85, 15, 85, 15
7290.5307, 85, 15, 35, 15
7290.5818, 35, 15, 35, 15
7290.7168, 35, 15, 35, 15
7290.7458, 35, 24, 35, 15
7290.8712, 35, 24, 35, 24
7291.0988, 35, 24, 35, 24
7291.2086, 35, 24, 47, 24
7291.3136, 47, 24, 47, 24
7291.4730, 47, 24, 47, 24
7291.5469, 47, 81, 47, 24
7291.6222, 47, 81, 47, 81
7292.2918, 47, 81, 47, 81
7292.5448, 47, 81, 28, 81
7292.7137, 28, 81, 28, 81
7292.8562, 28, 81, 28, 81
7292.8905, 28, 29, 28, 81
7292.9836, 28, 29, 28, 29
7293.5503, 28, 29, 28, 29
7293.6797, 28, 29, 4, 29
7293.8953, 4, 29, 4, 29
7294.0024, 4, 29, 4, 29
7294.1638, 4, 29, 4, 25
7294.1974, 4, 25, 4, 25
7294.4830, 4, 25, 4, 25
7294.6625, 4, 25, 76, 25
7294.7160, 76, 25, 76, 25
7294.8532, 76, 25, 76, 25
7294.8801, 76, 49, 76, 25
7294.9409, 76, 49, 76, 49
7295.2747, 76, 49, 76, 49
7295.3800, 25, 49, 76, 49
7295.4817, 25, 49, 76, 49
7295.5623, 25, 49, 25, 49
7295.8433, 25, 49, 25, 79
7295.9452, 25, 79, 25, 79
7296.3051, 25, 79, 25, 79
7296.3984, 25, 79, 20, 79
7296.4893, 20, 79, 20, 79
7296.5583, 20, 79, 20, 79
7296.5840, 20, 96, 20, 79
7296.9304, 20, 96, 20, 96
7297.3085, 20, 96, 20, 96
7297.6204, 20, 96, 85, 96
7297.8837, 85, 96, 85, 96
7297.9826, 85, 96, 85, 96
7298.0218, 85, 20, 85, 96
7298.0666, 85, 20, 85, 20
7298.9084, 85, 20, 85, 20
7298.9915, 85, 20, 44, 20
7299.1887, 44, 20, 44, 20
7299.4124, 44, 20, 44, 20
7299.4264, 44, 99, 44, 20
7299.4855, 44, 99, 44, 99
7300.4642, 44, 99, 44, 99
7300.5142, 18, 99, 44, 99
7300.6126, 18, 99, 44, 99
7300.6572, 18, 99, 18, 99
7300.8834, 18, 99, 18, 36
7300.9364, 18, 36, 18, 36
7302.5232, 18, 36, 18, 36
7302.8394, 18, 36, 59, 36
7303.0138, 59, 36, 59, 36
7303.1331, 59, 36, 59, 36
7303.1667, 59, 24, 59, 36
7303.2298, 59, 24, 59, 24
7303.7202, 59, 24, 59, 24
7303.9213, 59, 24, 51, 24
7304.0425, 51, 24, 51, 24
7304.1158, 51, 24, 51, 24
7304.1511, 51, 71, 51, 24
7304.2402, 51, 71, 51, 71
7304.3908, 51, 71, 51, 71
7304.8146, 51, 71, 7, 71
7304.8510, 7, 71, 7, 71
7304.9855, 7, 71, 7, 71
7305.0146, 7, 99, 7, 71
7305.1288, 7, 99, 7, 99
7305.3436, 7, 99, 7, 99
7305.5361, 7, 99, 7, 99
7305.6406, 7, 99, 7, 99
7305.8030, 7, 99, 7, 99
7305.8412, 7, 56, 7, 99
7306.0191, 7, 56, 7, 56
7306.2032, 7, 56, 7, 56
7306.3661, 7, 56, 37, 56
7306.4041, 37, 56, 37, 56
7306.5279, 37, 56, 37, 56
7306.5555, 37, 32, 37, 56
7306.6499, 37, 32, 37, 32
7306.8920, 37, 32, 37, 32
7309.0003, 37, 32, 89, 32
7309.1004, 89, 32, 89, 32
7309.1708, 89, 32, 89, 32
7309.1985, 89, 9, 89, 32
7309.2568, 89, 9, 89, 9
7309.4720, 89, 9, 89, 9
7309.6590, 89, 9, 56, 9
7309.8441, 56, 9, 56, 9
7309.9128, 56, 9, 56, 9
7309.9387, 56, 30, 56, 9
7310.0352, 56, 30, 56, 30
7310.2285, 56, 30, 56, 30
7310.2594, 89, 30, 56, 30
7310.3196, 89, 30, 56, 30
7310.3429, 89, 30, 89, 30
7310.4393, 89, 30, 89, 67
7310.4667, 89, 67, 89, 67
7310.7540, 89, 67, 89, 67
7310.7780, 7, 67, 89, 67
7310.8511, 7, 67, 89, 67
7310.8756, 7, 67, 7, 67
7310.9748, 7, 67, 7, 63
7311.0114, 7, 63, 7, 63
7311.2874, 7, 63, 7, 63
7311.3719, 7, 63, 56, 63
7311.4047, 56, 63, 56, 63
7311.5405, 56, 63, 56, 63
7311.5667, 56, 81, 56, 63
7311.6153, 56, 81, 56, 81
7311.8885, 56, 81, 56, 81
7311.9582, 56, 81, 73, 81
7311.9904, 73, 81, 73, 81
7312.0893, 73, 81, 73, 81
7312.1141, 73, 41, 73, 81
7312.1684, 73, 41, 73, 41
7312.4996, 73, 41, 73, 41
7312.5701, 73, 41, 14, 41
7312.6064, 14, 41, 14, 41
7312.7051, 14, 41, 14, 41
7312.7322, 14, 92, 14, 41
7312.7831, 14, 92, 14, 92
7313.0324, 14, 92, 14, 92
7313.1674, 14, 92, 88, 92
7313.2061, 88, 92, 88, 92
7313.4005, 88, 92, 88, 92
7313.4315, 88, 99, 88, 92
7313.4981, 88, 99, 88, 99
7313.9199, 88, 99, 88, 99
7314.1719, 88, 99, 91, 99
7314.2055, 91, 99, 91, 99
7314.3331, 91, 99, 91, 99
7314.3586, 91, 58, 91, 99
7314.4259, 91, 58, 91, 58
7314.8349, 91, 58, 91, 58
7315.0260, 91, 58, 71, 58
7315.0665, 71, 58, 71, 58
7315.2121, 71, 58, 71, 58
7315.2356, 71, 96, 71, 58
7315.3531, 71, 96, 71, 96
7315.7843, 71, 96, 71, 96
7316.1649, 71, 96, 0, 96
7316.1870, 0, 96, 0, 96
7316.3902, 0, 96, 0, 96
7316.4318, 0, 37, 0, 96
7316.5023, 0, 37, 0, 37
7316.8094, 0, 37, 0, 37
7317.0987, 0, 37, 9, 37
7317.4205, 9, 37, 9, 37
7317.5432, 9, 37, 9, 37
7317.5917, 9, 45, 9, 37
7317.7755, 9, 45, 9, 45
7318.5729, 9, 45, 9, 45
7318.8546, 9, 45, 66, 45
7318.8954, 66, 45, 66, 45
7319.0874, 66, 45, 66, 45
7319.2057, 66, 86, 66, 45
7319.2358, 66, 86, 66, 86
7319.7137, 66, 86, 66, 86
7319.8434, 66, 86, 43, 86
7319.8953, 43, 86, 43, 86
7320.0650, 43, 86, 43, 86
7320.1009, 43, 45, 43, 86
7320.1824, 43, 45, 43, 45
7320.4568, 43, 45, 43, 45
7320.5825, 43, 45, 71, 45
7320.6191, 71, 45, 71, 45
7320.8386, 71, 45, 71, 45
7320.8764, 71, 2, 71, 45
7320.9426, 71, 2, 71, 2
7321.1956, 71, 2, 71, 2
7321.3667, 71, 2, 88, 2
7321.3936, 88, 2, 88, 2
7321.5566, 88, 2, 88, 2
7321.5905, 88, 27, 88, 2
7321.6486, 88, 27, 88, 27
7321.9649, 88, 27, 88, 27
7322.0319, 88, 27, 77, 27
7322.0606, 77, 27, 77, 27
7322.1907, 77, 27, 77, 27
7322.2195, 77, 42, 77, 27
7322.2921, 77, 42, 77, 42
7322.7029, 77, 42, 77, 42
7322.8367, 77, 42, 90, 42
7322.8723, 90, 42, 90, 42
7322.9919, 90, 42, 90, 42
7323.0277, 90, 82, 90, 42
7323.0666, 90, 82, 90, 82
7323.2758, 90, 82, 90, 82
7323.3968, 90, 82, 2, 82
7323.4270, 2, 82, 2, 82
7323.5289, 2, 82, 2, 82
7323.5589, 2, 26, 2, 82
7323.6024, 2, 26, 2, 26
7323.8896, 2, 26, 2, 26
7323.9953, 2, 26, 74, 26
7324.0310, 74, 26, 74, 26
7324.1373, 74, 26, 74, 26
7324.1731, 74, 97, 74, 26
7324.2173, 74, 97, 74, 97
7324.4047, 74, 97, 74, 97
7324.4823, 74, 97, 78, 97
7324.5134, 78, 97, 78, 97
7324.6116, 78, 97, 78, 97
7324.6671, 78, 98, 78, 97
7324.7166, 78, 98, 78, 98
7324.9516, 78, 98, 78, 98
7325.0811, 78, 98, 44, 98
7325.1167, 44, 98, 44, 98
7325.2221, 44, 98, 44, 98
7325.2465, 44, 59, 44, 98
7325.2933, 44, 59, 44, 59
7325.5484, 44, 59, 44, 59
7325.6054, 44, 59, 40, 59
7325.6328, 40, 59, 40, 59
7325.7645, 40, 59, 40, 59
7325.8756, 40, 59, 40, 25
7325.9092, 40, 25, 40, 25
7326.1785, 40, 25, 40, 25
7326.2957, 40, 25, 8, 25
7326.3225, 8, 25, 8, 25
7326.4149, 8, 25, 8, 25
7326.4385, 8, 20, 8, 25
7326.4702, 8, 20, 8, 20
7326.8555, 8, 20, 8, 20
7326.9547, 8, 20, 87, 20
7326.9860, 87, 20, 87, 20
7327.0654, 87, 20, 87, 20
7328.7612, 87, 20, 87, 91
7328.8187, 87, 91, 87, 91
7329.2189, 87, 91, 87, 91
7329.2902, 87, 91, 99, 91
7329.3167, 99, 91, 99, 91
7329.4430, 99, 91, 99, 91
7329.4965, 99, 91, 99, 32
7329.5329, 99, 32, 99, 32
7329.9215, 99, 32, 99, 32
7329.9850, 99, 32, 5, 32
7330.0164, 5, 32, 5, 32
7330.1557, 5, 32, 5, 32
7330.1833, 5, 9, 5, 32
7330.2262, 5, 9, 5, 9
7330.5381, 5, 9, 5, 9
7330.5848, 5, 9, 2, 9
7330.6103, 2, 9, 2, 9
7330.7284, 2, 9, 2, 9
7330.7544, 2, 51, 2, 9
7330.7971, 2, 51, 2, 51
7331.4317, 2, 51, 2, 51
7331.5325, 2, 51, 3, 51
7331.5842, 3, 51, 3, 51
7331.7182, 3, 51, 3, 51
7331.8018, 3, 5, 3, 51
7331.8496, 3, 5, 3, 5
7332.1993, 3, 5, 3, 5
7332.3588, 3, 5, 63, 5
7332.3982, 63, 5, 63, 5
7332.5091, 63, 5, 63, 5
7332.5439, 63, 79, 63, 5
7332.6149, 63, 79, 63, 79
7332.9372, 63, 79, 63, 79
7332.9979, 63, 79, 18, 79
7333.0322, 18, 79, 18, 79
7333.1244, 18, 79, 18, 79
7333.1479, 18, 58, 18, 79
7333.2359, 18, 58, 18, 58
7333.6003, 18, 58, 18, 58
7333.7947, 15, 58, 18, 58
7333.8053, 15, 58, 15, 58
7333.8692, 15, 58, 15, 58
7333.9134, 15, 58, 15, 2
7333.9385, 15, 2, 15, 2
7334.1854, 15, 2, 15, 2
7334.3072, 15, 2, 4, 2
7334.3388, 4, 2, 4, 2
7334.4587, 4, 2, 4, 2
7334.4899, 4, 95, 4, 2
7334.5386, 4, 95, 4, 95
7334.8291, 4, 95, 4, 95
7334.8647, 4, 95, 84, 95
7334.9040, 84, 95, 84, 95
7335.0157, 84, 95, 84, 95
7335.0447, 84, 3, 84, 95
7335.0949, 84, 3, 84, 3
7335.3245, 84, 3, 84, 3
7335.3840, 84, 3, 58, 3
7335.4236, 58, 3, 58, 3
7335.5365, 58, 3, 58, 3
7335.5867, 58, 42, 58, 3
7335.6015, 58, 42, 58, 42
7335.8702, 58, 42, 58, 42
7336.0197, 58, 42, 85, 42
7336.0584, 85, 42, 85, 42
7336.2310, 85, 42, 85, 42
7336.2691, 85, 93, 85, 42
7336.3126, 85, 93, 85, 93
7336.5802, 85, 93, 85, 93
7336.7544, 85, 93, 92, 93
7336.7879, 92, 93, 92, 93
7336.9065, 92, 93, 92, 93
7336.9439, 92, 98, 92, 93
7336.9755, 92, 98, 92, 98
7338.8634, 92, 98, 92, 98
7338.9635, 92, 98, 41, 98
7339.0023, 41, 98, 41, 98
7339.0887, 41, 98, 41, 98
7339.1090, 41, 53, 41, 98
7339.2063, 41, 53, 41, 53
7339.4433, 41, 53, 41, 53
7339.6066, 41, 53, 73, 53
7339.6455, 73, 53, 73, 53
7339.7364, 73, 53, 73, 53
7339.7443, 73, 56, 73, 53
7339.8555, 73, 56, 73, 56
7340.0403, 73, 56, 73, 56
7340.1677, 73, 56, 82, 56
7340.2022, 82, 56, 82, 56
7340.2962, 82, 56, 82, 56
7340.3205, 82, 19, 82, 56
7340.3679, 82, 19, 82, 19
7340.6156, 82, 19, 82, 19
7340.7871, 82, 19, 89, 19
7340.8235, 89, 19, 89, 19
7340.9467, 89, 19, 89, 19
7340.9726, 89, 90, 89, 19
7341.0362, 89, 90, 89, 90
7341.1813, 89, 90, 89, 90
7341.3728, 89, 90, 46, 90
7341.4090, 46, 90, 46, 90
7341.5007, 46, 90, 46, 90
7341.5255, 46, 5, 46, 90
7341.5657, 46, 5, 46, 5
7341.9099, 46, 5, 46, 5
7342.0046, 46, 5, 62, 5
7342.0346, 62, 5, 62, 5
7342.1132, 62, 5, 62, 5
7342.1362, 62, 61, 62, 5
7342.1757, 62, 61, 62, 61
7342.4093, 62, 61, 62, 61
7342.6935, 62, 61, 55, 61
7342.7421, 55, 61, 55, 61
7342.8472, 55, 61, 55, 61
7342.8816, 55, 46, 55, 61
7342.9290, 55, 46, 55, 46
7343.1113, 55, 46, 55, 46
7343.2999, 55, 46, 16, 46
7343.3315, 16, 46, 16, 46
7343.4054, 16, 46, 16, 46
7343.4301, 16, 56, 16, 46
7343.4913, 16, 56, 16, 56
7343.6248, 16, 56, 16, 56
7343.7343, 16, 56, 73, 56
7343.7507, 73, 56, 73, 56
7343.8211, 73, 56, 73, 56
7343.8530, 73, 56, 73, 41
7343.8738, 73, 41, 73, 41
7344.0895, 73, 41, 73, 41
7344.2097, 73, 41, 61, 41
7344.2519, 61, 41, 61, 41
7344.3142, 61, 41, 61, 41
7344.3372, 61, 86, 61, 41
7344.3668, 61, 86, 61, 86
7344.5665, 61, 86, 61, 86
7344.6385, 61, 86, 59, 86
7344.6718, 59, 86, 59, 86
7344.7379, 59, 86, 59, 86
7344.7618, 59, 27, 59, 86
7344.7968, 59, 27, 59, 27
7344.9395, 59, 27, 59, 27
7345.0942, 59, 27, 61, 27
7345.1270, 61, 27, 61, 27
7345.1534, 61, 27, 61, 27
7345.2043, 61, 27, 61, 0
7345.2374, 61, 0, 61, 0
7345.4462, 61, 0, 61, 0
7345.5895, 61, 0, 68, 0
7345.6238, 68, 0, 68, 0
7345.7906, 68, 0, 68, 0
7345.8156, 68, 83, 68, 0
7345.8479, 68, 83, 68, 83
7346.0262, 68, 83, 68, 83
7346.1689, 68, 83, 54, 83
7346.2046, 54, 83, 54, 83
7346.3021, 54, 83, 54, 83
7346.3249, 54, 24, 54, 83
7346.3549, 54, 24, 54, 24
7346.5307, 54, 24, 54, 24
7346.6796, 54, 24, 51, 24
7346.7129, 51, 24, 51, 24
7346.7953, 51, 24, 51, 24
7346.8176, 51, 71, 51, 24
7346.8478, 51, 71, 51, 71
7347.0449, 51, 71, 51, 71
7347.1102, 51, 71, 50, 71
