Time, C12_R_ch1, C12_R_ch2, C122_R_ch12, C122_R_ch22, P12_W_ch1, P12_W_ch2, P122_W_ch12, P122_W_ch22
2184.8507, 82, 45, 64, 43, 82, 45, 7, 43
2185.0065, 82, 45, 7, 43, 82, 45, 7, 43
2185.0257, 82, 45, 7, 43, 82, 45, 7, 43
2185.0360, 82, 66, 7, 43, 82, 45, 7, 43
2185.1542, 82, 66, 7, 43, 82, 66, 7, 43
2185.1966, 82, 66, 7, 43, 82, 66, 7, 43
2185.2296, 82, 66, 7, 23, 82, 66, 7, 43
2185.3422, 82, 66, 7, 23, 82, 66, 7, 23
2185.5746, 82, 66, 7, 23, 82, 66, 7, 23
2185.7386, 82, 66, 7, 23, 82, 66, 7, 23
2185.9031, 82, 66, 7, 23, 96, 66, 7, 23
2186.0144, 96, 66, 7, 23, 96, 66, 7, 23
2186.0291, 96, 66, 7, 23, 96, 66, 7, 23
2186.2208, 96, 66, 7, 23, 96, 66, 7, 23
2186.2473, 96, 66, 7, 23, 96, 66, 7, 23
2186.2562, 96, 83, 7, 23, 96, 66, 7, 23
2186.3128, 96, 83, 7, 23, 96, 83, 7, 23
2186.3959, 96, 83, 7, 23, 96, 83, 7, 23
2186.4376, 96, 83, 7, 42, 96, 83, 7, 23
2186.4518, 96, 83, 7, 42, 96, 83, 7, 42
2186.8185, 96, 83, 7, 42, 96, 83, 7, 42
2186.8806, 96, 83, 7, 42, 96, 83, 7, 42
2187.0514, 96, 83, 7, 42, 96, 83, 98, 42
2187.1368, 96, 83, 98, 42, 96, 83, 98, 42
2187.2595, 96, 83, 98, 42, 96, 83, 98, 42
2187.2701, 96, 83, 98, 42, 33, 83, 98, 42
2187.2868, 96, 83, 98, 66, 33, 83, 98, 42
2187.2961, 33, 83, 98, 66, 33, 83, 98, 42
2187.4676, 33, 83, 98, 66, 33, 83, 98, 66
2187.5067, 33, 83, 98, 66, 33, 83, 98, 66
2187.5342, 33, 53, 98, 66, 33, 83, 98, 66
2187.5827, 33, 53, 98, 66, 33, 53, 98, 66
2187.7767, 33, 53, 98, 66, 33, 53, 98, 66
2187.8882, 33, 53, 98, 66, 33, 53, 98, 66
2187.9677, 33, 53, 98, 66, 96, 53, 98, 66
2188.0013, 96, 53, 98, 66, 96, 53, 98, 66
2188.0896, 96, 53, 98, 66, 96, 53, 98, 66
2188.1138, 96, 53, 98, 66, 96, 53, 40, 66
2188.2563, 96, 53, 98, 66, 96, 66, 40, 66
2188.3236, 96, 53, 40, 66, 96, 66, 40, 66
2188.3405, 96, 66, 40, 66, 96, 66, 40, 66
2188.4600, 96, 66, 40, 66, 96, 66, 40, 66
2188.4682, 96, 66, 40, 12, 96, 66, 40, 66
2188.5706, 96, 66, 40, 12, 96, 66, 40, 12
2188.7774, 96, 66, 40, 12, 96, 66, 40, 12
2188.7873, 96, 66, 40, 12, 96, 66, 40, 12
2188.8204, 96, 66, 40, 12, 96, 66, 69, 12
2188.9061, 96, 66, 40, 12, 23, 66, 69, 12
2188.9394, 96, 66, 69, 12, 23, 66, 69, 12
2188.9506, 23, 66, 69, 12, 23, 66, 69, 12
2189.0282, 23, 66, 69, 12, 23, 66, 69, 12
2189.1004, 23, 66, 69, 12, 23, 28, 69, 12
2189.1758, 23, 66, 69, 12, 23, 28, 69, 12
2189.2124, 23, 28, 69, 12, 23, 28, 69, 12
2189.2197, 23, 28, 69, 48, 23, 28, 69, 12
2189.3545, 23, 28, 69, 48, 23, 28, 69, 48
2189.8130, 23, 28, 69, 48, 23, 28, 69, 48
2189.9417, 23, 28, 69, 48, 23, 28, 69, 48
2190.1711, 23, 28, 69, 48, 23, 28, 54, 48
2190.2732, 23, 28, 54, 48, 23, 28, 54, 48
2190.2995, 23, 28, 54, 48, 67, 28, 54, 48
2190.3748, 67, 28, 54, 48, 67, 28, 54, 48
2190.4180, 67, 28, 54, 48, 67, 28, 54, 48
2190.4343, 67, 28, 54, 48, 67, 28, 54, 48
2190.4734, 67, 28, 54, 26, 67, 28, 54, 48
2190.4959, 67, 2, 54, 26, 67, 28, 54, 48
2190.6590, 67, 2, 54, 26, 67, 2, 54, 48
2190.6690, 67, 2, 54, 26, 67, 2, 54, 26
2190.9144, 67, 2, 54, 26, 67, 2, 54, 26
2191.0492, 67, 2, 54, 26, 67, 2, 54, 26
2191.0882, 67, 2, 54, 26, 19, 2, 54, 26
2191.2254, 19, 2, 54, 26, 19, 2, 54, 26
2191.2544, 19, 2, 54, 26, 19, 2, 35, 26
2191.2995, 19, 2, 35, 26, 19, 2, 35, 26
2191.3882, 19, 2, 35, 26, 19, 2, 35, 26
2191.3988, 19, 84, 35, 26, 19, 2, 35, 26
2191.5220, 19, 84, 35, 26, 19, 84, 35, 26
2191.6356, 19, 84, 35, 26, 19, 84, 35, 26
2191.6602, 19, 84, 35, 18, 19, 84, 35, 26
2191.8121, 19, 84, 35, 18, 19, 84, 35, 18
2192.1120, 19, 84, 35, 18, 19, 84, 35, 18
2192.1874, 19, 84, 35, 18, 19, 84, 35, 18
2192.3978, 19, 84, 35, 18, 38, 84, 35, 18
2192.4205, 19, 84, 35, 18, 38, 84, 47, 18
2192.4274, 38, 84, 35, 18, 38, 84, 47, 18
2192.5768, 38, 84, 47, 18, 38, 84, 47, 18
2192.5765, 38, 84, 47, 18, 38, 84, 47, 18
2192.6295, 38, 84, 47, 18, 38, 13, 47, 18
2192.6369, 38, 84, 47, 18, 38, 13, 47, 18
2192.6673, 38, 13, 47, 18, 38, 13, 47, 18
2192.6969, 38, 13, 47, 86, 38, 13, 47, 18
2192.8098, 38, 13, 47, 86, 38, 13, 47, 86
2193.1207, 38, 13, 47, 86, 38, 13, 47, 86
2193.1489, 38, 13, 47, 86, 38, 13, 47, 86
2193.2738, 38, 13, 47, 86, 61, 13, 47, 86
2193.2837, 38, 13, 47, 86, 61, 13, 92, 86
2193.2837, 38, 13, 92, 86, 61, 13, 92, 86
2193.2838, 61, 13, 92, 86, 61, 13, 92, 86
2193.2840, 61, 13, 92, 86, 61, 13, 92, 86
2193.2840, 61, 13, 92, 86, 61, 13, 92, 86
2193.2840, 61, 13, 92, 97, 61, 13, 92, 86
2193.2840, 61, 13, 92, 97, 61, 13, 92, 97
2193.7355, 61, 13, 92, 97, 61, 61, 92, 97
2193.6167, 61, 61, 92, 97, 61, 61, 92, 97
2194.0219, 61, 61, 92, 97, 61, 61, 92, 97
2194.1519, 61, 61, 92, 97, 61, 61, 92, 97
2194.2282, 61, 61, 92, 97, 61, 61, 69, 97
2194.2310, 61, 61, 69, 97, 61, 61, 69, 97
2194.2403, 61, 61, 69, 97, 37, 61, 69, 97
2194.3343, 61, 61, 69, 97, 37, 61, 69, 97
2194.4203, 37, 61, 69, 97, 37, 61, 69, 97
2194.4780, 37, 61, 69, 97, 37, 61, 69, 42
2194.4923, 37, 61, 69, 97, 37, 61, 69, 42
2194.5279, 37, 23, 69, 97, 37, 61, 69, 42
2194.5538, 37, 23, 69, 42, 37, 61, 69, 42
2194.6536, 37, 23, 69, 42, 37, 23, 69, 42
2195.0838, 37, 23, 69, 42, 37, 23, 69, 42
2195.1505, 37, 23, 69, 42, 37, 23, 69, 42
2195.1750, 37, 23, 36, 42, 37, 23, 69, 42
2195.2524, 37, 23, 36, 42, 37, 23, 69, 42
2195.2545, 37, 23, 36, 42, 37, 23, 36, 42
2195.3439, 37, 23, 36, 42, 22, 23, 36, 42
2195.3899, 22, 23, 36, 42, 22, 23, 36, 42
2195.4662, 22, 23, 36, 42, 22, 23, 36, 42
2195.4721, 22, 23, 36, 42, 22, 23, 36, 24
2195.5136, 22, 23, 36, 42, 22, 7, 36, 24
2195.5410, 22, 7, 36, 42, 22, 7, 36, 24
2195.5599, 22, 7, 36, 24, 22, 7, 36, 24
2196.0014, 22, 7, 36, 24, 22, 7, 36, 24
2196.0214, 22, 7, 36, 24, 22, 7, 36, 24
2196.0654, 22, 7, 83, 24, 22, 7, 36, 24
2196.0813, 22, 7, 83, 24, 22, 7, 83, 24
2196.1903, 22, 7, 83, 24, 48, 7, 83, 24
2196.3141, 22, 7, 83, 24, 48, 7, 83, 24
2196.3242, 48, 7, 83, 24, 48, 7, 83, 24
2196.3264, 48, 7, 83, 64, 48, 7, 83, 24
2196.3422, 48, 7, 83, 64, 48, 7, 83, 64
2196.4795, 48, 7, 83, 64, 48, 7, 83, 64
2196.4992, 48, 21, 83, 64, 48, 7, 83, 64
2196.5148, 48, 21, 83, 64, 48, 21, 83, 64
2196.8953, 48, 21, 83, 64, 48, 21, 83, 64
2196.9170, 48, 21, 8, 64, 48, 21, 83, 64
2196.9692, 48, 21, 8, 64, 48, 21, 83, 64
2196.9833, 48, 21, 8, 64, 48, 21, 83, 64
2197.0368, 48, 21, 8, 64, 48, 21, 8, 64
2197.0791, 48, 21, 8, 64, 10, 21, 8, 64
2197.1833, 10, 21, 8, 64, 10, 21, 8, 64
2197.3252, 10, 21, 8, 64, 10, 21, 8, 64
2197.3290, 10, 21, 8, 64, 10, 21, 8, 88
2197.3347, 10, 0, 8, 64, 10, 21, 8, 88
2197.4675, 10, 0, 8, 64, 10, 0, 8, 88
2197.5011, 10, 0, 8, 88, 10, 0, 8, 88
2197.9532, 10, 0, 8, 88, 10, 0, 8, 88
2198.0382, 10, 0, 8, 88, 10, 0, 8, 88
2198.0634, 10, 0, 82, 88, 10, 0, 8, 88
2198.1317, 10, 0, 82, 88, 10, 0, 8, 88
2198.1521, 10, 0, 82, 88, 10, 0, 82, 88
2198.2378, 10, 0, 82, 88, 55, 0, 82, 88
2198.2585, 10, 0, 82, 88, 55, 0, 82, 60
2198.2684, 55, 0, 82, 88, 55, 0, 82, 60
2198.3831, 55, 0, 82, 60, 55, 0, 82, 60
2198.4090, 55, 0, 82, 60, 55, 0, 82, 60
2198.4192, 55, 52, 82, 60, 55, 0, 82, 60
2198.6021, 55, 52, 82, 60, 55, 52, 82, 60
2199.2438, 55, 52, 82, 60, 55, 52, 82, 60
2199.2966, 55, 52, 82, 60, 55, 52, 82, 60
2199.5240, 55, 52, 82, 60, 55, 52, 16, 60
2199.5431, 55, 52, 82, 60, 59, 52, 16, 60
2199.6185, 55, 52, 16, 60, 59, 52, 16, 60
2199.6851, 59, 52, 16, 60, 59, 52, 16, 60
2199.7533, 59, 52, 16, 60, 59, 52, 16, 60
2199.7767, 59, 4, 16, 60, 59, 52, 16, 60
2199.8849, 59, 4, 16, 60, 59, 52, 16, 60
2199.9157, 59, 4, 16, 5, 59, 52, 16, 60
2199.9772, 59, 4, 16, 5, 59, 4, 16, 60
2199.9986, 59, 4, 16, 5, 59, 4, 16, 5
2200.1299, 59, 4, 16, 5, 59, 4, 16, 5
2200.2813, 59, 4, 16, 5, 59, 4, 16, 5
2200.5198, 59, 4, 16, 5, 59, 4, 49, 5
2200.6653, 59, 4, 49, 5, 59, 4, 49, 5
2200.7032, 59, 4, 49, 5, 38, 4, 49, 5
2200.7721, 59, 4, 49, 5, 38, 4, 49, 5
2200.8026, 59, 4, 49, 89, 38, 4, 49, 5
2200.8325, 38, 4, 49, 89, 38, 4, 49, 5
2200.9324, 38, 4, 49, 89, 38, 4, 49, 89
2200.9861, 38, 4, 49, 89, 38, 4, 49, 89
2200.9993, 38, 32, 49, 89, 38, 4, 49, 89
2201.1410, 38, 32, 49, 89, 38, 32, 49, 89
2201.4516, 38, 32, 49, 89, 38, 32, 49, 89
2201.4622, 38, 32, 49, 89, 38, 32, 49, 89
2201.5210, 38, 32, 49, 89, 83, 32, 49, 89
2201.5339, 38, 32, 49, 89, 83, 32, 12, 89
2201.5435, 83, 32, 49, 89, 83, 32, 12, 89
2201.7863, 83, 32, 49, 89, 83, 32, 12, 89
2201.7908, 83, 32, 12, 89, 83, 32, 12, 89
2201.8147, 83, 37, 12, 89, 83, 32, 12, 89
2201.9450, 83, 37, 12, 89, 83, 37, 12, 89
2201.9655, 83, 37, 12, 89, 83, 37, 12, 89
2201.9952, 83, 37, 12, 43, 83, 37, 12, 89
2202.0853, 83, 37, 12, 43, 83, 37, 12, 43
2202.2669, 83, 37, 12, 43, 83, 37, 12, 43
2202.5226, 83, 37, 12, 43, 83, 37, 12, 43
2202.5577, 14, 37, 12, 43, 83, 37, 12, 43
2202.5645, 14, 37, 12, 43, 83, 37, 8, 43
2202.6733, 14, 37, 12, 43, 83, 37, 8, 43
2202.7241, 14, 37, 8, 43, 83, 37, 8, 43
2202.7432, 14, 37, 8, 43, 14, 37, 8, 43
2202.8159, 14, 37, 8, 43, 14, 37, 8, 43
2202.8405, 14, 37, 8, 49, 14, 37, 8, 43
2202.9107, 14, 37, 8, 49, 14, 37, 8, 49
2202.9258, 14, 37, 8, 49, 14, 98, 8, 49
2202.9511, 14, 98, 8, 49, 14, 98, 8, 49
2203.2669, 14, 98, 8, 49, 14, 98, 8, 49
2203.3567, 14, 98, 8, 49, 14, 98, 8, 49
2203.3834, 14, 98, 8, 49, 28, 98, 8, 49
2203.4016, 14, 98, 8, 49, 28, 98, 65, 49
2203.5359, 28, 98, 8, 49, 28, 98, 65, 49
2203.5465, 28, 98, 65, 49, 28, 98, 65, 49
2203.6659, 28, 98, 65, 49, 28, 98, 65, 49
2203.6981, 28, 98, 65, 12, 28, 98, 65, 49
2203.7058, 28, 98, 65, 12, 28, 98, 65, 49
2203.7535, 28, 33, 65, 12, 28, 98, 65, 49
2203.8048, 28, 33, 65, 12, 28, 98, 65, 12
2203.8573, 28, 33, 65, 12, 28, 33, 65, 12
2204.0664, 28, 33, 65, 12, 28, 33, 65, 12
2204.0952, 28, 33, 65, 12, 28, 33, 65, 12
2204.3021, 28, 33, 65, 12, 28, 33, 60, 12
2204.3652, 28, 33, 65, 12, 0, 33, 60, 12
2204.5001, 28, 33, 60, 12, 0, 33, 60, 12
2204.6906, 0, 33, 60, 12, 0, 33, 60, 12
2204.7444, 0, 33, 60, 12, 0, 33, 60, 12
2204.7641, 0, 33, 60, 14, 0, 33, 60, 12
2204.8125, 0, 33, 60, 14, 0, 33, 60, 12
2204.8142, 0, 33, 60, 14, 0, 33, 60, 14
2204.8450, 0, 9, 60, 14, 0, 33, 60, 14
2204.8792, 0, 9, 60, 14, 0, 9, 60, 14
2205.1377, 0, 9, 60, 14, 0, 9, 60, 14
2205.2895, 0, 9, 60, 14, 0, 9, 60, 14
2205.3965, 0, 9, 60, 14, 6, 9, 60, 14
2205.5725, 0, 9, 60, 14, 6, 9, 46, 14
2205.5827, 6, 9, 60, 14, 6, 9, 46, 14
2205.8511, 6, 9, 60, 14, 6, 9, 46, 14
2205.8731, 6, 9, 46, 14, 6, 9, 46, 14
2205.8749, 6, 79, 46, 14, 6, 9, 46, 14
2206.0199, 6, 79, 46, 14, 6, 79, 46, 14
2206.0290, 6, 79, 46, 14, 6, 79, 46, 14
2206.0570, 6, 79, 46, 89, 6, 79, 46, 14
2206.1043, 6, 79, 46, 89, 6, 79, 46, 89
2206.2836, 6, 79, 46, 89, 6, 79, 46, 89
2206.4058, 6, 79, 46, 89, 6, 79, 98, 89
2206.4326, 6, 79, 46, 89, 6, 79, 98, 89
2206.5899, 6, 79, 98, 89, 6, 79, 98, 89
2206.6500, 6, 79, 98, 89, 27, 79, 98, 89
2206.6499, 6, 79, 98, 89, 27, 79, 98, 89
2206.6605, 6, 79, 98, 85, 27, 79, 98, 89
2206.7399, 6, 79, 98, 85, 27, 79, 98, 85
2206.8129, 27, 79, 98, 85, 27, 79, 98, 85
2206.8718, 27, 79, 98, 85, 27, 79, 98, 85
2206.8805, 27, 12, 98, 85, 27, 79, 98, 85
2206.9071, 27, 12, 98, 85, 27, 12, 98, 85
2207.0799, 27, 12, 98, 85, 27, 12, 98, 85
2207.1154, 27, 12, 98, 85, 27, 12, 98, 85
2207.3105, 27, 12, 98, 85, 46, 12, 98, 85
2207.4836, 46, 12, 98, 85, 46, 12, 98, 85
2207.5187, 46, 12, 98, 85, 46, 12, 55, 85
2207.6008, 46, 12, 55, 85, 46, 12, 55, 85
2207.6480, 46, 12, 55, 85, 46, 12, 55, 85
2207.6735, 46, 14, 55, 85, 46, 12, 55, 85
2207.8076, 46, 14, 55, 85, 46, 12, 55, 85
2207.8381, 46, 14, 55, 63, 46, 12, 55, 85
2207.8439, 46, 14, 55, 63, 46, 14, 55, 85
2207.9724, 46, 14, 55, 63, 46, 14, 55, 63
2208.3678, 46, 14, 55, 63, 46, 14, 55, 63
2208.5938, 46, 14, 55, 63, 46, 14, 55, 63
2208.6890, 46, 14, 55, 63, 46, 14, 92, 63
2208.7904, 46, 14, 92, 63, 46, 14, 92, 63
2208.8382, 46, 14, 92, 63, 46, 14, 92, 63
2208.8549, 46, 14, 92, 63, 81, 14, 92, 63
2208.8638, 46, 14, 92, 85, 81, 14, 92, 63
2208.9571, 46, 14, 92, 85, 81, 14, 92, 85
2209.0153, 81, 14, 92, 85, 81, 14, 92, 85
2209.1039, 81, 14, 92, 85, 81, 14, 92, 85
2209.1407, 81, 52, 92, 85, 81, 14, 92, 85
2209.1838, 81, 52, 92, 85, 81, 52, 92, 85
2209.5877, 81, 52, 92, 85, 81, 52, 92, 85
2209.8414, 81, 52, 92, 85, 81, 52, 92, 85
2209.8768, 81, 52, 92, 85, 81, 52, 47, 85
2209.8893, 81, 52, 47, 85, 81, 52, 47, 85
2209.9971, 81, 52, 47, 85, 81, 52, 47, 85
2210.0041, 81, 52, 47, 85, 27, 52, 47, 85
2210.1283, 81, 52, 47, 85, 27, 52, 47, 54
2210.2170, 27, 52, 47, 85, 27, 52, 47, 54
2210.2263, 27, 52, 47, 54, 27, 52, 47, 54
2210.2766, 27, 52, 47, 54, 27, 52, 47, 54
2210.3319, 27, 5, 47, 54, 27, 52, 47, 54
2210.3605, 27, 5, 47, 54, 27, 5, 47, 54
2210.5540, 27, 5, 47, 54, 27, 5, 47, 54
2210.6586, 27, 5, 47, 54, 27, 5, 47, 54
2210.6889, 27, 5, 47, 54, 27, 5, 47, 54
2210.7473, 27, 5, 47, 54, 27, 5, 47, 54
2210.7753, 27, 5, 47, 54, 27, 5, 47, 54
2210.7967, 27, 5, 47, 54, 27, 5, 78, 54
2210.9042, 27, 5, 78, 54, 27, 5, 78, 54
2210.9335, 27, 5, 78, 54, 27, 62, 78, 54
2210.9954, 27, 62, 78, 54, 27, 62, 78, 54
2211.0536, 27, 62, 78, 54, 27, 62, 78, 54
2211.0830, 27, 62, 78, 25, 27, 62, 78, 54
2211.1133, 27, 62, 78, 25, 27, 62, 78, 25
2211.4230, 27, 62, 78, 25, 27, 62, 78, 25
2211.4306, 27, 62, 78, 25, 27, 62, 78, 25
2211.6099, 27, 62, 78, 25, 84, 62, 78, 25
2211.6965, 27, 62, 78, 25, 84, 62, 96, 25
2211.7580, 84, 62, 78, 25, 84, 62, 96, 25
2211.8349, 84, 62, 96, 25, 84, 62, 96, 25
2211.9393, 84, 62, 96, 25, 84, 62, 96, 25
2211.9649, 84, 3, 96, 25, 84, 62, 96, 25
2211.9647, 84, 3, 96, 25, 84, 62, 96, 25
2211.9740, 84, 3, 96, 82, 84, 62, 96, 25
2212.0743, 84, 3, 96, 82, 84, 62, 96, 82
2212.1276, 84, 3, 96, 82, 84, 3, 96, 82
2212.3134, 84, 3, 96, 82, 84, 3, 96, 82
2212.4600, 84, 3, 96, 82, 84, 3, 96, 82
2212.5999, 84, 3, 96, 82, 72, 3, 96, 82
2212.6098, 72, 3, 96, 82, 72, 3, 96, 82
2212.7052, 72, 3, 96, 82, 72, 3, 96, 82
2212.7141, 72, 12, 96, 82, 72, 3, 96, 82
2212.7299, 72, 12, 96, 82, 72, 3, 46, 82
2212.8250, 72, 12, 96, 82, 72, 12, 46, 82
2212.8463, 72, 12, 46, 82, 72, 12, 46, 82
2212.9068, 72, 12, 46, 82, 72, 12, 46, 82
2212.9331, 72, 12, 46, 64, 72, 12, 46, 82
2213.0191, 72, 12, 46, 64, 72, 12, 46, 64
2213.2451, 72, 12, 46, 64, 72, 12, 46, 64
2213.3153, 72, 12, 46, 64, 72, 12, 46, 64
2213.3542, 72, 12, 46, 64, 40, 12, 46, 64
2213.3737, 40, 12, 46, 64, 40, 12, 46, 64
2213.4401, 40, 12, 46, 64, 40, 12, 46, 64
2213.4890, 40, 12, 46, 64, 40, 22, 46, 64
2213.4898, 40, 12, 46, 64, 40, 22, 81, 64
2213.7986, 40, 22, 46, 64, 40, 22, 81, 64
2213.8227, 40, 22, 81, 64, 40, 22, 81, 64
2213.8890, 40, 22, 81, 64, 40, 22, 81, 64
2213.9182, 40, 22, 81, 87, 40, 22, 81, 64
2214.0059, 40, 22, 81, 87, 40, 22, 81, 87
2214.1272, 40, 22, 81, 87, 40, 22, 81, 87
2214.2456, 40, 22, 81, 87, 40, 22, 81, 87
2214.3546, 40, 22, 81, 87, 40, 22, 38, 87
2214.4458, 40, 22, 38, 87, 40, 22, 38, 87
2214.4776, 40, 22, 38, 87, 60, 22, 38, 87
2214.5550, 40, 22, 38, 87, 60, 22, 38, 87
2214.5887, 40, 22, 38, 87, 60, 22, 38, 87
2214.6106, 60, 22, 38, 87, 60, 22, 38, 87
2214.6955, 60, 22, 38, 87, 60, 22, 38, 87
2214.7313, 60, 22, 38, 87, 60, 22, 38, 87
2214.7428, 60, 39, 38, 87, 60, 22, 38, 87
2214.7633, 60, 39, 38, 87, 60, 39, 38, 87
2215.1591, 60, 39, 38, 87, 60, 39, 38, 87
2215.1775, 60, 39, 38, 87, 60, 39, 38, 87
2215.2972, 60, 39, 38, 87, 53, 39, 38, 87
2215.3086, 60, 39, 38, 87, 53, 39, 1, 87
2215.4055, 60, 39, 1, 87, 53, 39, 1, 87
2215.4206, 53, 39, 1, 87, 53, 39, 1, 87
2215.4664, 53, 39, 1, 87, 53, 39, 1, 87
2215.4865, 53, 39, 1, 87, 53, 39, 1, 87
2215.5079, 53, 39, 1, 77, 53, 39, 1, 87
2215.5089, 53, 85, 1, 77, 53, 39, 1, 87
2215.7284, 53, 85, 1, 77, 53, 85, 1, 87
2215.7615, 53, 85, 1, 77, 53, 85, 1, 77
2216.0999, 53, 85, 1, 77, 53, 85, 1, 77
2216.1093, 53, 85, 1, 77, 53, 85, 1, 77
2216.1991, 53, 85, 1, 77, 78, 85, 1, 77
2216.2187, 53, 85, 1, 77, 78, 85, 70, 77
2216.3694, 78, 85, 1, 77, 78, 85, 70, 77
2216.3905, 78, 85, 70, 77, 78, 85, 70, 77
2216.4750, 78, 85, 70, 77, 78, 85, 70, 77
2216.5061, 78, 85, 70, 77, 78, 85, 70, 77
2216.5100, 78, 85, 70, 50, 78, 85, 70, 77
2216.5196, 78, 26, 70, 50, 78, 85, 70, 77
2216.6500, 78, 26, 70, 50, 78, 26, 70, 77
2216.6891, 78, 26, 70, 50, 78, 26, 70, 50
2216.8236, 78, 26, 70, 50, 78, 26, 70, 50
2216.8951, 78, 26, 70, 50, 78, 26, 70, 50
2216.9766, 78, 26, 70, 50, 36, 26, 70, 50
2217.0657, 36, 26, 70, 50, 36, 26, 70, 50
2217.1216, 36, 26, 70, 50, 36, 26, 86, 50
2217.1393, 36, 26, 70, 50, 36, 26, 86, 50
2217.2260, 36, 26, 70, 50, 36, 52, 86, 50
2217.2475, 36, 26, 86, 50, 36, 52, 86, 50
2217.2532, 36, 52, 86, 50, 36, 52, 86, 50
2217.3760, 36, 52, 86, 50, 36, 52, 86, 50
2217.4010, 36, 52, 86, 76, 36, 52, 86, 50
2217.4361, 36, 52, 86, 76, 36, 52, 86, 76
2217.8170, 36, 52, 86, 76, 36, 52, 86, 76
2218.1098, 36, 52, 86, 76, 36, 52, 86, 76
2218.1506, 36, 52, 86, 76, 76, 52, 86, 76
2218.2887, 76, 52, 86, 76, 76, 52, 86, 76
2218.3128, 76, 52, 86, 76, 76, 52, 60, 76
2218.3824, 76, 52, 60, 76, 76, 52, 60, 76
2218.4462, 76, 52, 60, 76, 76, 52, 60, 76
2218.4666, 76, 6, 60, 76, 76, 52, 60, 76
2218.5608, 76, 6, 60, 76, 76, 52, 60, 76
2218.5692, 76, 6, 60, 76, 76, 6, 60, 76
2218.5865, 76, 6, 60, 36, 76, 6, 60, 76
2218.6238, 76, 6, 60, 36, 76, 6, 60, 36
2218.9688, 76, 6, 60, 36, 76, 6, 60, 36
2219.0378, 76, 6, 60, 36, 19, 6, 60, 36
2219.0506, 76, 6, 60, 36, 19, 6, 60, 36
2219.1611, 19, 6, 60, 36, 19, 6, 60, 36
2219.2588, 19, 6, 60, 36, 19, 6, 98, 36
2219.2747, 19, 6, 60, 36, 19, 6, 98, 36
2219.2844, 19, 0, 60, 36, 19, 6, 98, 36
2219.3118, 19, 0, 98, 36, 19, 6, 98, 36
2219.4612, 19, 0, 98, 36, 19, 0, 98, 36
2219.5025, 19, 0, 98, 36, 19, 0, 98, 36
2219.5224, 19, 0, 98, 39, 19, 0, 98, 36
2219.6084, 19, 0, 98, 39, 19, 0, 98, 39
2219.7537, 19, 0, 98, 39, 19, 0, 98, 39
2219.9723, 19, 0, 98, 39, 19, 0, 98, 39
2220.0423, 19, 0, 98, 39, 23, 0, 98, 39
2220.0617, 23, 0, 98, 39, 23, 0, 98, 39
2220.1767, 23, 0, 98, 39, 23, 0, 57, 39
2220.2678, 23, 0, 98, 39, 23, 0, 57, 39
2220.2687, 23, 0, 57, 39, 23, 0, 57, 39
2220.3156, 23, 1, 57, 39, 23, 0, 57, 39
2220.4466, 23, 1, 57, 39, 23, 1, 57, 39
2220.5090, 23, 1, 57, 39, 23, 1, 57, 39
2220.5311, 23, 1, 57, 1, 23, 1, 57, 39
2220.6015, 23, 1, 57, 1, 23, 1, 57, 1
2220.8868, 23, 1, 57, 1, 23, 1, 57, 1
2220.9568, 23, 1, 57, 1, 23, 1, 57, 1
2221.0604, 23, 1, 57, 1, 23, 1, 17, 1
2221.0897, 23, 1, 17, 1, 23, 1, 17, 1
2221.1782, 23, 1, 17, 1, 23, 1, 17, 1
2221.1874, 23, 1, 17, 69, 23, 1, 17, 1
2221.2066, 23, 1, 17, 69, 23, 1, 17, 69
2221.3028, 23, 1, 17, 69, 96, 1, 17, 69
2221.3764, 96, 1, 17, 69, 96, 1, 17, 69
2221.4198, 96, 1, 17, 69, 96, 1, 17, 69
2221.4401, 96, 53, 17, 69, 96, 1, 17, 69
2221.4752, 96, 53, 17, 69, 96, 53, 17, 69
2221.9287, 96, 53, 17, 69, 96, 53, 17, 69
2221.9323, 96, 53, 17, 69, 96, 53, 17, 69
2221.9559, 75, 53, 17, 69, 96, 53, 17, 69
2221.9862, 75, 53, 17, 69, 75, 53, 17, 69
2222.1105, 75, 53, 17, 69, 75, 53, 98, 69
2222.1361, 75, 53, 98, 69, 75, 53, 98, 69
2222.1576, 75, 53, 98, 69, 75, 53, 98, 69
2222.1882, 75, 74, 98, 69, 75, 53, 98, 69
2222.1914, 75, 74, 98, 69, 75, 53, 98, 69
2222.3484, 75, 74, 98, 69, 75, 74, 98, 69
2222.3571, 75, 74, 98, 69, 75, 74, 98, 51
2222.3941, 75, 74, 98, 51, 75, 74, 98, 51
2222.5687, 75, 74, 98, 51, 75, 74, 98, 51
2222.7711, 75, 74, 98, 51, 75, 74, 98, 51
2222.7936, 77, 74, 98, 51, 75, 74, 98, 51
2222.8215, 77, 74, 98, 51, 77, 74, 98, 51
2222.8742, 77, 74, 98, 51, 77, 74, 14, 51
2222.9037, 77, 74, 98, 51, 77, 74, 14, 51
2222.9641, 77, 74, 98, 51, 77, 61, 14, 51
2223.0151, 77, 74, 14, 51, 77, 61, 14, 51
2223.0537, 77, 61, 14, 51, 77, 61, 14, 51
2223.1010, 77, 61, 14, 51, 77, 61, 14, 51
2223.1103, 77, 61, 14, 75, 77, 61, 14, 51
2223.1626, 77, 61, 14, 75, 77, 61, 14, 75
