Time, C12_R_ch1, C12_R_ch2, C122_R_ch12, C122_R_ch22, P12_W_ch1, P12_W_ch2, P122_W_ch12, P122_W_ch22
397.3164, 67, 58, 4, 23, 67, 58, 4, 23
397.4056, 67, 58, 4, 23, 67, 58, 4, 23
397.4372, 67, 58, 4, 23, 87, 58, 4, 23
397.5302, 87, 58, 4, 23, 87, 58, 4, 23
397.8402, 87, 58, 4, 23, 87, 58, 30, 23
397.8693, 87, 58, 4, 23, 87, 58, 30, 23
397.8785, 87, 76, 4, 23, 87, 58, 30, 23
398.0222, 87, 76, 30, 23, 87, 58, 30, 23
398.0542, 87, 76, 30, 23, 87, 76, 30, 23
398.1833, 87, 76, 30, 23, 87, 76, 30, 23
398.1925, 87, 76, 30, 94, 87, 76, 30, 23
398.3040, 87, 76, 30, 94, 87, 76, 30, 94
398.4594, 87, 76, 30, 94, 87, 76, 30, 94
398.5783, 87, 76, 30, 94, 87, 76, 30, 94
398.8031, 87, 76, 30, 94, 42, 76, 30, 94
398.8210, 42, 76, 30, 94, 42, 76, 30, 94
398.8496, 42, 76, 30, 94, 42, 76, 44, 94
398.8648, 42, 76, 44, 94, 42, 76, 44, 94
399.0410, 42, 76, 44, 94, 42, 76, 44, 94
399.0819, 42, 76, 44, 94, 42, 76, 44, 94
399.0919, 42, 92, 44, 94, 42, 76, 44, 94
399.1045, 42, 92, 44, 6, 42, 76, 44, 94
399.1722, 42, 92, 44, 6, 42, 76, 44, 6
399.2249, 42, 92, 44, 6, 42, 92, 44, 6
399.4382, 42, 92, 44, 6, 42, 92, 44, 6
399.4732, 42, 92, 44, 6, 42, 92, 44, 6
399.6422, 42, 92, 44, 6, 42, 92, 49, 6
399.7142, 42, 92, 44, 6, 86, 92, 49, 6
399.7418, 42, 92, 49, 6, 86, 92, 49, 6
399.8812, 42, 92, 49, 6, 86, 92, 49, 6
399.8845, 86, 92, 49, 6, 86, 92, 49, 6
399.8902, 86, 92, 49, 98, 86, 92, 49, 6
399.9133, 86, 92, 49, 98, 86, 92, 49, 98
400.0130, 86, 92, 49, 98, 86, 92, 49, 98
400.0214, 86, 28, 49, 98, 86, 92, 49, 98
400.0716, 86, 28, 49, 98, 86, 28, 49, 98
400.5515, 86, 28, 49, 98, 86, 28, 49, 98
400.5787, 86, 28, 49, 98, 86, 28, 49, 98
400.5864, 86, 28, 38, 98, 86, 28, 49, 98
400.6043, 2, 28, 38, 98, 86, 28, 49, 98
400.6192, 2, 28, 38, 98, 86, 28, 38, 98
400.7583, 2, 28, 38, 98, 86, 28, 38, 98
400.7677, 2, 28, 38, 98, 2, 28, 38, 98
400.7868, 2, 28, 38, 98, 2, 28, 38, 98
400.8106, 2, 28, 38, 98, 2, 28, 38, 58
400.8168, 2, 28, 38, 58, 2, 28, 38, 58
400.9071, 2, 28, 38, 58, 2, 26, 38, 58
400.9401, 2, 26, 38, 58, 2, 26, 38, 58
401.2116, 2, 26, 38, 58, 2, 26, 38, 58
401.3151, 2, 26, 38, 58, 2, 26, 38, 58
401.4145, 2, 26, 38, 58, 2, 26, 28, 58
401.4571, 2, 26, 38, 58, 81, 26, 28, 58
401.4626, 2, 26, 28, 58, 81, 26, 28, 58
401.4715, 81, 26, 28, 58, 81, 26, 28, 58
401.4844, 81, 26, 28, 58, 81, 26, 28, 58
401.4845, 81, 26, 28, 58, 81, 26, 28, 58
401.4845, 81, 26, 28, 20, 81, 26, 28, 58
401.4845, 81, 26, 28, 20, 81, 46, 28, 58
401.4846, 81, 46, 28, 20, 81, 46, 28, 58
401.4847, 81, 46, 28, 20, 81, 46, 28, 20
403.4797, 81, 46, 28, 20, 81, 46, 28, 20
403.5129, 14, 46, 28, 20, 81, 46, 28, 20
403.6120, 14, 46, 28, 20, 81, 46, 28, 20
403.6259, 14, 46, 28, 20, 81, 46, 28, 20
403.6908, 14, 46, 28, 20, 14, 46, 28, 20
403.7332, 14, 46, 28, 20, 14, 46, 39, 20
403.9231, 14, 46, 39, 20, 14, 46, 39, 20
403.9504, 14, 46, 39, 20, 14, 62, 39, 20
404.0310, 14, 46, 39, 20, 14, 62, 39, 20
404.0385, 14, 46, 39, 56, 14, 62, 39, 20
404.0990, 14, 62, 39, 56, 14, 62, 39, 20
404.2283, 14, 62, 39, 56, 14, 62, 39, 56
404.6210, 14, 62, 39, 56, 14, 62, 39, 56
404.6457, 14, 62, 39, 56, 14, 62, 39, 56
404.6756, 14, 62, 34, 56, 14, 62, 39, 56
404.6982, 14, 62, 34, 56, 60, 62, 39, 56
404.7191, 14, 62, 34, 56, 60, 62, 34, 56
404.8091, 60, 62, 34, 56, 60, 62, 34, 56
404.9487, 60, 62, 34, 56, 60, 62, 34, 56
404.9582, 60, 35, 34, 56, 60, 62, 34, 56
404.9715, 60, 35, 34, 56, 60, 35, 34, 56
405.1307, 60, 35, 34, 56, 60, 35, 34, 56
405.1666, 60, 35, 34, 57, 60, 35, 34, 56
405.3383, 60, 35, 34, 57, 60, 35, 34, 57
405.4912, 60, 35, 34, 57, 60, 35, 34, 57
405.8298, 60, 35, 34, 57, 60, 35, 34, 57
405.9864, 60, 35, 34, 57, 60, 35, 83, 57
406.1382, 60, 35, 83, 57, 60, 35, 83, 57
406.2351, 60, 35, 83, 57, 60, 35, 83, 57
406.2511, 60, 35, 83, 57, 55, 35, 83, 57
406.2579, 60, 35, 83, 3, 55, 35, 83, 57
406.4354, 55, 35, 83, 3, 55, 35, 83, 57
406.5084, 55, 35, 83, 3, 55, 35, 83, 3
406.5727, 55, 35, 83, 3, 55, 35, 83, 3
406.6190, 55, 37, 83, 3, 55, 35, 83, 3
406.7247, 55, 37, 83, 3, 55, 37, 83, 3
406.8606, 55, 37, 83, 3, 55, 37, 83, 3
407.0172, 55, 37, 83, 3, 55, 37, 83, 3
407.0758, 55, 37, 83, 3, 83, 37, 83, 3
407.3163, 83, 37, 83, 3, 83, 37, 83, 3
407.4321, 83, 37, 83, 3, 83, 37, 68, 3
407.4723, 83, 37, 83, 3, 83, 37, 68, 3
407.4813, 83, 0, 83, 3, 83, 37, 68, 3
407.6154, 83, 0, 68, 3, 83, 37, 68, 3
407.6566, 83, 0, 68, 3, 83, 0, 68, 3
407.7334, 83, 0, 68, 3, 83, 0, 68, 3
407.7626, 83, 0, 68, 16, 83, 0, 68, 3
407.8300, 83, 0, 68, 16, 83, 0, 68, 16
408.1648, 83, 0, 68, 16, 83, 0, 68, 16
408.2933, 83, 0, 68, 16, 83, 0, 68, 16
408.3329, 83, 0, 68, 16, 21, 0, 68, 16
408.4123, 21, 0, 68, 16, 21, 0, 68, 16
408.5514, 21, 0, 68, 16, 21, 0, 3, 16
408.6049, 21, 0, 68, 16, 21, 0, 3, 16
408.6788, 21, 59, 68, 16, 21, 0, 3, 16
408.6883, 21, 59, 3, 16, 21, 0, 3, 16
408.7968, 21, 59, 3, 16, 21, 59, 3, 16
408.8418, 21, 59, 3, 16, 21, 59, 3, 16
408.8803, 21, 59, 3, 87, 21, 59, 3, 16
408.9012, 21, 59, 3, 87, 21, 59, 3, 87
409.2575, 21, 59, 3, 87, 21, 59, 3, 87
409.2729, 21, 59, 3, 87, 21, 59, 3, 87
409.2977, 21, 59, 3, 87, 21, 59, 75, 87
409.2981, 10, 59, 3, 87, 21, 59, 75, 87
409.3556, 10, 59, 3, 87, 10, 59, 75, 87
409.4793, 10, 59, 75, 87, 10, 59, 75, 87
409.4893, 10, 59, 75, 87, 10, 59, 75, 87
409.5482, 10, 59, 75, 87, 10, 62, 75, 87
409.5572, 10, 59, 75, 87, 10, 62, 75, 87
409.5927, 10, 62, 75, 87, 10, 62, 75, 87
409.6031, 10, 62, 75, 77, 10, 62, 75, 87
409.8390, 10, 62, 75, 77, 10, 62, 75, 77
410.0596, 10, 62, 75, 77, 10, 62, 75, 77
410.2468, 10, 62, 75, 77, 10, 62, 75, 77
410.2703, 93, 62, 75, 77, 10, 62, 75, 77
410.3467, 93, 62, 75, 77, 10, 62, 75, 77
410.3629, 93, 62, 75, 77, 10, 62, 61, 77
410.4541, 93, 62, 75, 77, 93, 62, 61, 77
410.4910, 93, 62, 61, 77, 93, 62, 61, 77
410.5700, 93, 62, 61, 77, 93, 62, 61, 77
410.6219, 93, 62, 61, 28, 93, 62, 61, 77
410.6294, 93, 62, 61, 28, 93, 17, 61, 77
410.7396, 93, 17, 61, 28, 93, 17, 61, 77
410.7668, 93, 17, 61, 28, 93, 17, 61, 28
411.1584, 93, 17, 61, 28, 93, 17, 61, 28
411.2447, 93, 17, 61, 28, 93, 17, 61, 28
411.3740, 93, 17, 61, 28, 58, 17, 61, 28
411.4801, 93, 17, 61, 28, 58, 17, 66, 28
411.5216, 58, 17, 61, 28, 58, 17, 66, 28
411.5565, 58, 17, 66, 28, 58, 17, 66, 28
411.5995, 58, 17, 66, 28, 58, 17, 66, 28
411.6292, 58, 17, 66, 93, 58, 17, 66, 28
411.6425, 58, 17, 66, 93, 58, 17, 66, 28
411.6679, 58, 59, 66, 93, 58, 17, 66, 28
411.6882, 58, 59, 66, 93, 58, 17, 66, 93
411.7741, 58, 59, 66, 93, 58, 59, 66, 93
412.0199, 58, 59, 66, 93, 58, 59, 66, 93
412.0298, 58, 59, 66, 93, 58, 59, 66, 93
412.0815, 58, 59, 66, 93, 58, 59, 57, 93
412.1362, 58, 59, 57, 93, 58, 59, 57, 93
412.3972, 58, 59, 57, 93, 46, 59, 57, 93
412.4371, 58, 59, 57, 93, 46, 59, 57, 93
412.4463, 58, 59, 57, 35, 46, 59, 57, 93
412.5100, 46, 59, 57, 35, 46, 59, 57, 93
412.5162, 46, 59, 57, 35, 46, 59, 57, 35
412.6121, 46, 59, 57, 35, 46, 59, 57, 35
412.6325, 46, 30, 57, 35, 46, 59, 57, 35
412.6907, 46, 30, 57, 35, 46, 30, 57, 35
412.8272, 46, 30, 57, 35, 46, 30, 57, 35
412.9402, 46, 30, 57, 35, 46, 30, 57, 35
413.0202, 46, 30, 57, 35, 46, 30, 16, 35
413.0639, 46, 30, 16, 35, 46, 30, 16, 35
413.1114, 46, 30, 16, 35, 46, 30, 16, 35
413.1688, 46, 30, 16, 35, 46, 30, 16, 96
413.1705, 46, 30, 16, 35, 13, 30, 16, 96
413.2285, 13, 30, 16, 35, 13, 30, 16, 96
413.2746, 13, 30, 16, 96, 13, 30, 16, 96
413.3878, 13, 30, 16, 96, 13, 30, 16, 96
413.4103, 13, 92, 16, 96, 13, 30, 16, 96
413.5448, 13, 92, 16, 96, 13, 92, 16, 96
413.9866, 13, 92, 16, 96, 13, 92, 16, 96
413.9949, 13, 92, 16, 96, 13, 92, 16, 96
414.0776, 13, 92, 16, 96, 60, 92, 16, 96
414.0840, 13, 92, 16, 96, 60, 92, 3, 96
414.1615, 13, 92, 3, 96, 60, 92, 3, 96
414.1966, 60, 92, 3, 96, 60, 92, 3, 96
414.2160, 60, 92, 3, 96, 60, 92, 3, 96
414.2252, 60, 92, 3, 6, 60, 92, 3, 96
414.2701, 60, 92, 3, 6, 60, 92, 3, 6
414.3491, 60, 92, 3, 6, 60, 92, 3, 6
414.3719, 60, 94, 3, 6, 60, 92, 3, 6
414.4404, 60, 94, 3, 6, 60, 94, 3, 6
414.8461, 60, 94, 3, 6, 60, 94, 3, 6
414.9404, 60, 94, 3, 6, 60, 94, 3, 6
414.9728, 60, 94, 3, 6, 60, 94, 39, 6
414.9995, 60, 94, 3, 6, 52, 94, 39, 6
415.0113, 52, 94, 3, 6, 52, 94, 39, 6
415.1433, 52, 94, 39, 6, 52, 94, 39, 6
415.1618, 52, 94, 39, 6, 52, 94, 39, 6
415.1962, 52, 94, 39, 6, 52, 94, 39, 6
415.2045, 52, 94, 39, 34, 52, 94, 39, 6
415.2667, 52, 94, 39, 34, 52, 49, 39, 6
415.2671, 52, 94, 39, 34, 52, 49, 39, 34
415.3353, 52, 49, 39, 34, 52, 49, 39, 34
415.6568, 52, 49, 39, 34, 52, 49, 39, 34
415.8133, 52, 49, 39, 34, 52, 49, 39, 34
415.8147, 52, 49, 39, 34, 52, 49, 4, 34
416.5853, 52, 49, 4, 34, 52, 49, 4, 34
416.6455, 52, 49, 4, 34, 4, 49, 4, 34
416.6901, 52, 49, 4, 34, 4, 49, 4, 34
416.6898, 4, 49, 4, 34, 4, 49, 4, 34
416.7007, 4, 49, 4, 5, 4, 49, 4, 34
416.7257, 4, 49, 4, 5, 4, 49, 4, 34
416.7502, 4, 49, 4, 5, 4, 49, 4, 5
416.8785, 4, 13, 4, 5, 4, 49, 4, 5
416.9902, 4, 13, 4, 5, 4, 13, 4, 5
417.2237, 4, 13, 4, 5, 4, 13, 4, 5
417.2999, 4, 13, 4, 5, 4, 13, 4, 5
417.5334, 4, 13, 4, 5, 4, 13, 87, 5
417.5614, 4, 13, 87, 5, 4, 13, 87, 5
417.6313, 4, 13, 87, 5, 4, 13, 87, 5
417.8931, 4, 13, 87, 5, 4, 13, 87, 5
417.9184, 4, 13, 87, 5, 4, 13, 87, 61
417.9846, 4, 13, 87, 5, 4, 13, 87, 61
418.1713, 4, 13, 87, 61, 4, 13, 87, 61
418.2299, 4, 13, 87, 61, 4, 13, 87, 61
418.2590, 4, 56, 87, 61, 4, 13, 87, 61
418.3368, 4, 56, 87, 61, 4, 56, 87, 61
418.5671, 4, 56, 87, 61, 4, 56, 87, 61
418.7155, 4, 56, 87, 61, 4, 56, 87, 61
418.7524, 4, 56, 87, 61, 4, 56, 27, 61
418.9155, 4, 56, 87, 61, 54, 56, 27, 61
418.9474, 4, 56, 27, 61, 54, 56, 27, 61
418.9915, 4, 56, 27, 61, 54, 56, 27, 61
418.9994, 4, 56, 27, 50, 54, 56, 27, 61
419.0948, 54, 56, 27, 50, 54, 56, 27, 61
419.1523, 54, 56, 27, 50, 54, 56, 27, 50
419.2132, 54, 56, 27, 50, 54, 56, 27, 50
419.2545, 54, 39, 27, 50, 54, 56, 27, 50
419.2923, 54, 39, 27, 50, 54, 39, 27, 50
419.4570, 54, 39, 27, 50, 54, 39, 27, 50
419.4824, 54, 39, 27, 50, 54, 39, 27, 50
419.6379, 54, 39, 27, 50, 80, 39, 27, 50
419.6454, 54, 39, 27, 50, 80, 39, 11, 50
419.7589, 54, 39, 11, 50, 80, 39, 11, 50
419.7672, 80, 39, 11, 50, 80, 39, 11, 50
419.8758, 80, 39, 11, 50, 80, 39, 11, 50
419.9075, 80, 2, 11, 50, 80, 39, 11, 50
420.0648, 80, 2, 11, 50, 80, 39, 11, 50
420.0738, 80, 2, 11, 26, 80, 39, 11, 50
420.1538, 80, 2, 11, 26, 80, 2, 11, 50
420.2578, 80, 2, 11, 26, 80, 2, 11, 26
420.4872, 80, 2, 11, 26, 80, 2, 11, 26
420.5819, 80, 2, 11, 26, 80, 2, 11, 26
420.6047, 80, 2, 57, 26, 80, 2, 11, 26
420.6199, 80, 2, 57, 26, 46, 2, 11, 26
420.6903, 80, 2, 57, 26, 46, 2, 11, 26
420.7459, 80, 2, 57, 26, 46, 2, 57, 26
420.7667, 46, 2, 57, 26, 46, 2, 57, 26
420.8886, 46, 2, 57, 26, 46, 2, 57, 26
420.9243, 46, 61, 57, 26, 46, 2, 57, 26
420.9931, 46, 61, 57, 26, 46, 2, 57, 3
421.0167, 46, 61, 57, 3, 46, 2, 57, 3
421.0428, 46, 61, 57, 3, 46, 61, 57, 3
421.2651, 46, 61, 57, 3, 46, 61, 57, 3
421.4022, 46, 61, 57, 3, 46, 61, 57, 3
421.4118, 52, 61, 57, 3, 46, 61, 57, 3
421.4830, 52, 61, 57, 3, 46, 61, 57, 3
421.5378, 52, 61, 57, 3, 52, 61, 57, 3
421.6118, 52, 61, 57, 3, 52, 61, 71, 3
421.7435, 52, 53, 57, 3, 52, 61, 71, 3
421.6307, 52, 53, 57, 3, 52, 53, 71, 3
421.6307, 52, 53, 71, 3, 52, 53, 71, 3
421.9259, 52, 53, 71, 3, 52, 53, 71, 3
421.9566, 52, 53, 71, 40, 52, 53, 71, 3
422.0100, 52, 53, 71, 40, 52, 53, 71, 40
422.3395, 52, 53, 71, 40, 52, 53, 71, 40
422.3909, 52, 53, 71, 40, 52, 53, 71, 40
422.6471, 52, 53, 71, 40, 52, 53, 10, 40
422.6647, 52, 53, 71, 40, 48, 53, 10, 40
422.7867, 48, 53, 71, 40, 48, 53, 10, 40
422.8071, 48, 53, 71, 40, 48, 53, 10, 40
422.8339, 48, 37, 71, 40, 48, 53, 10, 40
422.8514, 48, 37, 71, 40, 48, 37, 10, 40
422.8799, 48, 37, 10, 40, 48, 37, 10, 40
422.9235, 48, 37, 10, 40, 48, 37, 10, 40
422.9320, 48, 37, 10, 11, 48, 37, 10, 40
422.9964, 48, 37, 10, 11, 48, 37, 10, 11
423.2670, 48, 37, 10, 11, 48, 37, 10, 11
423.4519, 48, 37, 10, 11, 48, 37, 10, 11
423.6259, 48, 37, 10, 11, 61, 37, 10, 11
423.6551, 48, 37, 10, 11, 61, 37, 74, 11
423.8570, 61, 37, 10, 11, 61, 37, 74, 11
423.9859, 61, 37, 74, 11, 61, 37, 74, 11
424.0127, 61, 37, 74, 11, 61, 37, 74, 11
424.0200, 61, 63, 74, 11, 61, 37, 74, 11
424.1282, 61, 63, 74, 11, 61, 63, 74, 11
424.1614, 61, 63, 74, 11, 61, 63, 74, 11
424.1846, 61, 63, 74, 24, 61, 63, 74, 11
424.2162, 61, 63, 74, 24, 61, 63, 74, 24
424.7704, 61, 63, 74, 24, 61, 63, 74, 24
424.7777, 54, 63, 74, 24, 61, 63, 74, 24
424.7914, 54, 63, 74, 24, 61, 63, 74, 24
424.8309, 54, 63, 74, 24, 61, 63, 78, 24
424.8462, 54, 63, 74, 24, 54, 63, 78, 24
424.8537, 54, 63, 74, 24, 54, 63, 78, 24
424.9781, 54, 63, 78, 24, 54, 63, 78, 24
425.0505, 54, 63, 78, 24, 54, 63, 78, 24
425.0597, 54, 63, 78, 24, 54, 39, 78, 24
425.0713, 54, 63, 78, 64, 54, 39, 78, 24
425.0894, 54, 39, 78, 64, 54, 39, 78, 24
425.2394, 54, 39, 78, 64, 54, 39, 78, 64
425.4786, 54, 39, 78, 64, 54, 39, 78, 64
425.4937, 54, 39, 78, 64, 54, 39, 78, 64
425.6186, 54, 39, 78, 64, 2, 39, 78, 64
425.6311, 2, 39, 78, 64, 2, 39, 78, 64
425.8790, 2, 39, 78, 64, 2, 39, 4, 64
425.8937, 2, 39, 4, 64, 2, 39, 4, 64
425.9613, 2, 39, 4, 64, 2, 39, 4, 64
425.9635, 2, 39, 4, 64, 2, 39, 4, 64
425.9889, 2, 39, 4, 64, 2, 39, 4, 54
425.9944, 2, 27, 4, 64, 2, 39, 4, 54
426.0795, 2, 27, 4, 64, 2, 27, 4, 54
426.0830, 2, 27, 4, 54, 2, 27, 4, 54
426.4055, 2, 27, 4, 54, 2, 27, 4, 54
426.4252, 2, 27, 4, 54, 2, 27, 4, 54
426.4536, 90, 27, 4, 54, 2, 27, 4, 54
426.5064, 90, 27, 4, 54, 90, 27, 4, 54
426.6360, 90, 27, 4, 54, 90, 27, 4, 54
426.6444, 90, 60, 4, 54, 90, 27, 4, 54
426.6467, 90, 60, 4, 54, 90, 27, 94, 54
426.8252, 90, 60, 4, 54, 90, 60, 94, 54
426.8416, 90, 60, 94, 54, 90, 60, 94, 54
426.9171, 90, 60, 94, 54, 90, 60, 94, 54
426.9438, 90, 60, 94, 0, 90, 60, 94, 54
426.9751, 90, 60, 94, 0, 90, 60, 94, 0
427.2264, 90, 60, 94, 0, 90, 60, 94, 0
427.3159, 90, 60, 94, 0, 90, 60, 19, 0
427.3245, 90, 60, 94, 0, 90, 60, 19, 0
427.3356, 88, 60, 94, 0, 90, 60, 19, 0
427.3918, 88, 60, 94, 0, 88, 60, 19, 0
427.3942, 88, 60, 19, 0, 88, 60, 19, 0
427.4689, 88, 60, 19, 0, 88, 60, 19, 0
427.4817, 88, 60, 19, 0, 88, 60, 19, 0
427.4878, 88, 60, 19, 49, 88, 60, 19, 0
427.4896, 88, 96, 19, 49, 88, 60, 19, 0
427.5268, 88, 96, 19, 49, 88, 96, 19, 0
427.5428, 88, 96, 19, 49, 88, 96, 19, 49
427.8283, 88, 96, 19, 49, 88, 96, 19, 49
427.8781, 88, 96, 19, 49, 88, 96, 19, 49
428.0662, 88, 96, 19, 49, 54, 96, 19, 49
428.0763, 54, 96, 19, 49, 54, 96, 19, 49
428.1151, 54, 96, 19, 49, 54, 96, 19, 49
428.2019, 54, 96, 19, 49, 54, 48, 19, 49
428.2811, 54, 96, 19, 49, 54, 48, 51, 49
428.2980, 54, 48, 19, 49, 54, 48, 51, 49
428.3315, 54, 48, 51, 49, 54, 48, 51, 49
428.4332, 54, 48, 51, 49, 54, 48, 51, 49
428.4610, 54, 48, 51, 49, 54, 48, 51, 60
428.4912, 54, 48, 51, 60, 54, 48, 51, 60
428.7720, 54, 48, 51, 60, 54, 48, 51, 60
428.8294, 54, 48, 51, 60, 54, 48, 51, 60
428.9197, 54, 48, 51, 60, 29, 48, 51, 60
429.0006, 29, 48, 51, 60, 29, 48, 51, 60
429.1157, 29, 48, 51, 60, 29, 48, 2, 60
429.1307, 29, 48, 2, 60, 29, 48, 2, 60
429.1342, 29, 48, 2, 60, 29, 48, 2, 60
429.1491, 29, 59, 2, 60, 29, 48, 2, 60
429.2721, 29, 59, 2, 60, 29, 48, 2, 60
429.2735, 29, 59, 2, 60, 29, 59, 2, 60
429.3726, 29, 59, 2, 60, 29, 59, 2, 83
429.4055, 29, 59, 2, 83, 29, 59, 2, 83
429.8510, 29, 59, 2, 83, 29, 59, 2, 83
429.9878, 29, 59, 2, 83, 29, 59, 2, 83
430.0736, 29, 59, 2, 83, 29, 59, 67, 83
430.1284, 29, 59, 67, 83, 29, 59, 67, 83
430.2733, 29, 59, 67, 83, 36, 59, 67, 83
430.3349, 29, 59, 67, 83, 36, 59, 67, 83
430.3914, 29, 59, 67, 83, 36, 59, 67, 34
430.4305, 29, 59, 67, 34, 36, 59, 67, 34
430.4336, 36, 59, 67, 34, 36, 59, 67, 34
430.5771, 36, 59, 67, 34, 36, 59, 67, 34
430.5984, 36, 9, 67, 34, 36, 59, 67, 34
430.6251, 36, 9, 67, 34, 36, 9, 67, 34
430.9643, 36, 9, 67, 34, 36, 9, 67, 34
431.0268, 36, 9, 67, 34, 36, 9, 67, 34
431.0535, 69, 9, 67, 34, 36, 9, 67, 34
431.0709, 69, 9, 67, 34, 36, 9, 51, 34
431.1501, 69, 9, 51, 34, 36, 9, 51, 34
431.2904, 69, 9, 51, 34, 36, 9, 51, 34
431.3054, 69, 9, 51, 34, 69, 9, 51, 34
431.3319, 69, 9, 51, 34, 69, 9, 51, 34
431.3553, 69, 9, 51, 57, 69, 9, 51, 34
431.3674, 69, 9, 51, 57, 69, 25, 51, 34
431.4588, 69, 9, 51, 57, 69, 25, 51, 57
431.4712, 69, 25, 51, 57, 69, 25, 51, 57
431.8016, 69, 25, 51, 57, 69, 25, 51, 57
431.9839, 69, 25, 51, 57, 69, 25, 51, 57
432.0230, 69, 25, 85, 57, 69, 25, 51, 57
432.0614, 69, 25, 85, 57, 83, 25, 51, 57
432.1745, 69, 25, 85, 57, 83, 25, 51, 57
432.1793, 69, 25, 85, 57, 83, 25, 85, 57
432.2556, 83, 25, 85, 57, 83, 25, 85, 57
432.3160, 83, 25, 85, 57, 83, 25, 85, 64
432.3543, 83, 25, 85, 64, 83, 25, 85, 64
432.4944, 83, 25, 85, 64, 83, 25, 85, 64
432.5032, 83, 39, 85, 64, 83, 25, 85, 64
432.6259, 83, 39, 85, 64, 83, 39, 85, 64
432.8467, 83, 39, 85, 64, 83, 39, 85, 64
433.0494, 83, 39, 85, 64, 83, 39, 85, 64
433.1981, 83, 39, 85, 64, 83, 39, 68, 64
433.2652, 83, 39, 85, 64, 3, 39, 68, 64
433.2833, 3, 39, 85, 64, 3, 39, 68, 64
433.2893, 3, 39, 68, 64, 3, 39, 68, 64
433.4267, 3, 39, 68, 64, 3, 39, 68, 64
433.4689, 3, 39, 68, 64, 3, 39, 68, 64
433.4908, 3, 39, 68, 32, 3, 39, 68, 64
433.5429, 3, 39, 68, 32, 3, 39, 68, 32
433.5437, 3, 76, 68, 32, 3, 39, 68, 32
433.7815, 3, 76, 68, 32, 3, 76, 68, 32
434.0651, 3, 76, 68, 32, 3, 76, 68, 32
434.1334, 3, 76, 68, 32, 3, 76, 68, 32
434.3113, 3, 76, 68, 32, 4, 76, 68, 32
434.3604, 3, 76, 68, 32, 4, 76, 66, 32
434.4489, 3, 76, 66, 32, 4, 76, 66, 32
434.4671, 4, 76, 66, 32, 4, 76, 66, 32
434.5334, 4, 76, 66, 32, 4, 76, 66, 32
434.5927, 4, 76, 66, 32, 4, 76, 66, 32
434.6306, 4, 76, 66, 37, 4, 76, 66, 32
434.6378, 4, 76, 66, 37, 4, 33, 66, 32
434.6979, 4, 76, 66, 37, 4, 33, 66, 37
434.8683, 4, 33, 66, 37, 4, 33, 66, 37
435.1999, 4, 33, 66, 37, 4, 33, 66, 37
435.2127, 4, 33, 66, 37, 4, 33, 66, 37
435.2677, 4, 33, 66, 37, 55, 33, 66, 37
435.2982, 4, 33, 66, 37, 55, 33, 17, 37
435.3361, 55, 33, 66, 37, 55, 33, 17, 37
435.4030, 55, 33, 17, 37, 55, 33, 17, 37
435.4921, 55, 33, 17, 37, 55, 33, 17, 37
435.4985, 55, 33, 17, 37, 55, 33, 17, 37
435.5766, 55, 38, 17, 37, 55, 33, 17, 37
435.5805, 55, 38, 17, 75, 55, 33, 17, 37
435.6724, 55, 38, 17, 75, 55, 38, 17, 37
435.7335, 55, 38, 17, 75, 55, 38, 17, 75
435.9063, 55, 38, 17, 75, 55, 38, 17, 75
436.0334, 55, 38, 17, 75, 55, 38, 17, 75
436.0612, 55, 38, 17, 75, 73, 38, 17, 75
436.1509, 55, 38, 17, 75, 73, 38, 57, 75
436.1855, 73, 38, 17, 75, 73, 38, 57, 75
436.2236, 73, 38, 57, 75, 73, 38, 57, 75
436.2774, 73, 38, 57, 75, 73, 38, 57, 75
436.2843, 73, 77, 57, 75, 73, 38, 57, 75
436.3310, 73, 77, 57, 75, 73, 77, 57, 75
436.3886, 73, 77, 57, 75, 73, 77, 57, 75
436.4128, 73, 77, 57, 59, 73, 77, 57, 75
436.5011, 73, 77, 57, 59, 73, 77, 57, 59
436.8171, 73, 77, 57, 59, 73, 77, 57, 59
436.8727, 73, 77, 57, 59, 2, 77, 57, 59
436.9175, 73, 77, 57, 59, 2, 77, 57, 59
436.9451, 73, 77, 57, 59, 2, 77, 57, 59
437.0139, 2, 77, 57, 59, 2, 77, 57, 59
437.0801, 2, 77, 57, 59, 2, 77, 57, 59
437.1092, 2, 77, 57, 59, 2, 77, 57, 59
437.1225, 2, 60, 57, 59, 2, 77, 57, 59
437.1419, 2, 60, 57, 59, 2, 60, 57, 59
437.2601, 2, 60, 57, 59, 2, 60, 57, 59
437.2883, 2, 60, 57, 78, 2, 60, 57, 59
437.3662, 2, 60, 57, 78, 2, 60, 57, 78
437.5708, 2, 60, 57, 78, 2, 60, 57, 78
437.6201, 2, 60, 57, 78, 2, 60, 57, 78
437.8946, 2, 60, 57, 78, 11, 60, 57, 78
437.9233, 11, 60, 57, 78, 11, 60, 57, 78
437.9886, 11, 60, 57, 78, 11, 60, 26, 78
438.0264, 11, 60, 26, 78, 11, 60, 26, 78
438.0833, 11, 60, 26, 78, 11, 60, 26, 78
438.1572, 11, 92, 26, 78, 11, 60, 26, 78
438.2531, 11, 92, 26, 78, 11, 60, 26, 78
438.2615, 11, 92, 26, 61, 11, 60, 26, 78
438.2675, 11, 92, 26, 61, 11, 60, 26, 61
438.2719, 11, 92, 26, 61, 11, 92, 26, 61
